proximity_id,ocean_proximity
14249,<1H OCEAN
14250,<1H OCEAN
14251,<1H OCEAN
14252,<1H OCEAN
14253,<1H OCEAN
14254,<1H OCEAN
14255,<1H OCEAN
14256,<1H OCEAN
14257,<1H OCEAN
14258,<1H OCEAN
14259,<1H OCEAN
14260,<1H OCEAN
14261,<1H OCEAN
14262,<1H OCEAN
14263,<1H OCEAN
14264,<1H OCEAN
14265,<1H OCEAN
14266,<1H OCEAN
14267,<1H OCEAN
14268,<1H OCEAN
14269,<1H OCEAN
14270,<1H OCEAN
14271,<1H OCEAN
14272,<1H OCEAN
14273,<1H OCEAN
14274,<1H OCEAN
14275,<1H OCEAN
14276,<1H OCEAN
14277,<1H OCEAN
14278,<1H OCEAN
14279,<1H OCEAN
14280,<1H OCEAN
14281,<1H OCEAN
14282,<1H OCEAN
14283,<1H OCEAN
14284,<1H OCEAN
14285,<1H OCEAN
14286,<1H OCEAN
14287,<1H OCEAN
14288,<1H OCEAN
14289,<1H OCEAN
14290,<1H OCEAN
14291,<1H OCEAN
14292,<1H OCEAN
14293,<1H OCEAN
14294,<1H OCEAN
14295,<1H OCEAN
14296,<1H OCEAN
14297,<1H OCEAN
14298,<1H OCEAN
14299,<1H OCEAN
14300,<1H OCEAN
14301,<1H OCEAN
14302,<1H OCEAN
14303,<1H OCEAN
14304,<1H OCEAN
14305,<1H OCEAN
14306,<1H OCEAN
14307,<1H OCEAN
14308,<1H OCEAN
14309,<1H OCEAN
14310,<1H OCEAN
14311,<1H OCEAN
14312,<1H OCEAN
14313,<1H OCEAN
14314,<1H OCEAN
14315,<1H OCEAN
14316,<1H OCEAN
14317,<1H OCEAN
14318,<1H OCEAN
14319,<1H OCEAN
14320,<1H OCEAN
14321,<1H OCEAN
14322,<1H OCEAN
14323,<1H OCEAN
14324,<1H OCEAN
14325,<1H OCEAN
14326,<1H OCEAN
14327,<1H OCEAN
14328,<1H OCEAN
14329,<1H OCEAN
14330,<1H OCEAN
14331,<1H OCEAN
14332,<1H OCEAN
14333,<1H OCEAN
14334,<1H OCEAN
14335,<1H OCEAN
14336,<1H OCEAN
14337,<1H OCEAN
14338,<1H OCEAN
14339,<1H OCEAN
14340,<1H OCEAN
14341,<1H OCEAN
14342,<1H OCEAN
14343,<1H OCEAN
14344,<1H OCEAN
14345,<1H OCEAN
14346,<1H OCEAN
14347,<1H OCEAN
14348,<1H OCEAN
14349,<1H OCEAN
14350,<1H OCEAN
14351,<1H OCEAN
14352,<1H OCEAN
14353,<1H OCEAN
14354,<1H OCEAN
14355,<1H OCEAN
14356,<1H OCEAN
14357,<1H OCEAN
14358,<1H OCEAN
14359,<1H OCEAN
14360,<1H OCEAN
14361,<1H OCEAN
14362,<1H OCEAN
14363,<1H OCEAN
14364,<1H OCEAN
14365,<1H OCEAN
14366,<1H OCEAN
14367,<1H OCEAN
14368,<1H OCEAN
14369,<1H OCEAN
14370,<1H OCEAN
14371,<1H OCEAN
14372,<1H OCEAN
14373,<1H OCEAN
14374,<1H OCEAN
14375,<1H OCEAN
14376,<1H OCEAN
14377,<1H OCEAN
14378,<1H OCEAN
14379,<1H OCEAN
14380,<1H OCEAN
14381,<1H OCEAN
14382,<1H OCEAN
14383,<1H OCEAN
14384,<1H OCEAN
14385,<1H OCEAN
14386,<1H OCEAN
14387,<1H OCEAN
14388,<1H OCEAN
14389,<1H OCEAN
14390,<1H OCEAN
14391,<1H OCEAN
14392,<1H OCEAN
14393,<1H OCEAN
14394,<1H OCEAN
14395,<1H OCEAN
14396,<1H OCEAN
14397,<1H OCEAN
14398,<1H OCEAN
14399,<1H OCEAN
14400,<1H OCEAN
14401,<1H OCEAN
14402,<1H OCEAN
14403,<1H OCEAN
14404,<1H OCEAN
14405,<1H OCEAN
14406,<1H OCEAN
14407,<1H OCEAN
14408,<1H OCEAN
14409,<1H OCEAN
14410,<1H OCEAN
14411,<1H OCEAN
14412,<1H OCEAN
14413,<1H OCEAN
14414,<1H OCEAN
14415,<1H OCEAN
14416,<1H OCEAN
14417,<1H OCEAN
14418,<1H OCEAN
14419,<1H OCEAN
14420,<1H OCEAN
14421,<1H OCEAN
14422,<1H OCEAN
14423,<1H OCEAN
14424,<1H OCEAN
14425,<1H OCEAN
14426,<1H OCEAN
14427,<1H OCEAN
14428,<1H OCEAN
14429,<1H OCEAN
14430,<1H OCEAN
14431,<1H OCEAN
14432,<1H OCEAN
14433,<1H OCEAN
14434,<1H OCEAN
14435,<1H OCEAN
14436,<1H OCEAN
14437,<1H OCEAN
14438,<1H OCEAN
14439,<1H OCEAN
14440,<1H OCEAN
14441,<1H OCEAN
14442,<1H OCEAN
14443,<1H OCEAN
14444,<1H OCEAN
14445,<1H OCEAN
14446,<1H OCEAN
14447,<1H OCEAN
14448,<1H OCEAN
14449,<1H OCEAN
14450,<1H OCEAN
14451,<1H OCEAN
14452,<1H OCEAN
14453,<1H OCEAN
14454,<1H OCEAN
14455,<1H OCEAN
14456,<1H OCEAN
14457,<1H OCEAN
14458,<1H OCEAN
14459,<1H OCEAN
14460,<1H OCEAN
14461,<1H OCEAN
14462,<1H OCEAN
14463,<1H OCEAN
14464,<1H OCEAN
14465,<1H OCEAN
14466,<1H OCEAN
14467,<1H OCEAN
14468,<1H OCEAN
14469,<1H OCEAN
14470,<1H OCEAN
14471,<1H OCEAN
14472,<1H OCEAN
14473,<1H OCEAN
14474,<1H OCEAN
14475,<1H OCEAN
14476,<1H OCEAN
14477,<1H OCEAN
14478,<1H OCEAN
14479,<1H OCEAN
14480,<1H OCEAN
14481,<1H OCEAN
14482,<1H OCEAN
14483,<1H OCEAN
14484,<1H OCEAN
14485,<1H OCEAN
14486,<1H OCEAN
14487,<1H OCEAN
14488,<1H OCEAN
14489,<1H OCEAN
14490,<1H OCEAN
14491,<1H OCEAN
14492,<1H OCEAN
14493,<1H OCEAN
14494,<1H OCEAN
14495,<1H OCEAN
14496,<1H OCEAN
14497,<1H OCEAN
14498,<1H OCEAN
14499,<1H OCEAN
14500,<1H OCEAN
14501,<1H OCEAN
14502,<1H OCEAN
14503,<1H OCEAN
14504,<1H OCEAN
14505,<1H OCEAN
14506,<1H OCEAN
14507,<1H OCEAN
14508,<1H OCEAN
14509,<1H OCEAN
14510,<1H OCEAN
14511,<1H OCEAN
14512,<1H OCEAN
14513,<1H OCEAN
14514,<1H OCEAN
14515,<1H OCEAN
14516,<1H OCEAN
14517,<1H OCEAN
14518,<1H OCEAN
14519,<1H OCEAN
14520,<1H OCEAN
14521,<1H OCEAN
14522,<1H OCEAN
14523,<1H OCEAN
14524,<1H OCEAN
14525,<1H OCEAN
14526,<1H OCEAN
14527,<1H OCEAN
14528,<1H OCEAN
14529,<1H OCEAN
14530,<1H OCEAN
14531,<1H OCEAN
14532,<1H OCEAN
14533,<1H OCEAN
14534,<1H OCEAN
14535,<1H OCEAN
14536,<1H OCEAN
14537,<1H OCEAN
14538,<1H OCEAN
14539,<1H OCEAN
14540,<1H OCEAN
14541,<1H OCEAN
14542,<1H OCEAN
14543,<1H OCEAN
14544,<1H OCEAN
14545,<1H OCEAN
14546,<1H OCEAN
14547,<1H OCEAN
14548,<1H OCEAN
14549,<1H OCEAN
14550,<1H OCEAN
14551,<1H OCEAN
14552,<1H OCEAN
14553,<1H OCEAN
14554,<1H OCEAN
14555,<1H OCEAN
14556,<1H OCEAN
14557,<1H OCEAN
14558,<1H OCEAN
14559,<1H OCEAN
14560,<1H OCEAN
14561,<1H OCEAN
14562,<1H OCEAN
14563,<1H OCEAN
14564,<1H OCEAN
14565,<1H OCEAN
14566,<1H OCEAN
14567,<1H OCEAN
14568,<1H OCEAN
14569,<1H OCEAN
14570,<1H OCEAN
14571,<1H OCEAN
14572,<1H OCEAN
14573,<1H OCEAN
14574,<1H OCEAN
14575,<1H OCEAN
14576,<1H OCEAN
14577,<1H OCEAN
14578,<1H OCEAN
14579,<1H OCEAN
14580,<1H OCEAN
14581,<1H OCEAN
14582,<1H OCEAN
14583,<1H OCEAN
14584,<1H OCEAN
14585,<1H OCEAN
14586,<1H OCEAN
14587,<1H OCEAN
14588,<1H OCEAN
14589,<1H OCEAN
14590,<1H OCEAN
14591,<1H OCEAN
14592,<1H OCEAN
14593,<1H OCEAN
14594,<1H OCEAN
14595,<1H OCEAN
14596,<1H OCEAN
14597,<1H OCEAN
14598,<1H OCEAN
14599,<1H OCEAN
14600,<1H OCEAN
14601,<1H OCEAN
14602,<1H OCEAN
14603,<1H OCEAN
14604,<1H OCEAN
14605,<1H OCEAN
14606,<1H OCEAN
14607,<1H OCEAN
14608,<1H OCEAN
14609,<1H OCEAN
14610,<1H OCEAN
14611,<1H OCEAN
14612,<1H OCEAN
14613,<1H OCEAN
14614,<1H OCEAN
14615,<1H OCEAN
14616,<1H OCEAN
14617,<1H OCEAN
14618,<1H OCEAN
14619,<1H OCEAN
14620,<1H OCEAN
14621,<1H OCEAN
14622,<1H OCEAN
14623,<1H OCEAN
14624,<1H OCEAN
14625,<1H OCEAN
14626,<1H OCEAN
14627,<1H OCEAN
14628,<1H OCEAN
14629,<1H OCEAN
14630,<1H OCEAN
14631,<1H OCEAN
14632,<1H OCEAN
14633,<1H OCEAN
14634,<1H OCEAN
14635,<1H OCEAN
14636,<1H OCEAN
14637,<1H OCEAN
14638,<1H OCEAN
14639,<1H OCEAN
14640,<1H OCEAN
14641,<1H OCEAN
14642,<1H OCEAN
14643,<1H OCEAN
14644,<1H OCEAN
14645,<1H OCEAN
14646,<1H OCEAN
14647,<1H OCEAN
14648,<1H OCEAN
14649,<1H OCEAN
14650,<1H OCEAN
14651,<1H OCEAN
14652,<1H OCEAN
14653,<1H OCEAN
14654,<1H OCEAN
14655,<1H OCEAN
14656,<1H OCEAN
14657,<1H OCEAN
14658,<1H OCEAN
14659,<1H OCEAN
14660,<1H OCEAN
14661,<1H OCEAN
14662,<1H OCEAN
14663,<1H OCEAN
14664,<1H OCEAN
14665,<1H OCEAN
14666,<1H OCEAN
14667,<1H OCEAN
14668,<1H OCEAN
14669,<1H OCEAN
14670,<1H OCEAN
14671,<1H OCEAN
14672,<1H OCEAN
14673,<1H OCEAN
14674,<1H OCEAN
14675,<1H OCEAN
14676,<1H OCEAN
14677,<1H OCEAN
14678,<1H OCEAN
14679,<1H OCEAN
14680,<1H OCEAN
14681,<1H OCEAN
14682,<1H OCEAN
14683,<1H OCEAN
14684,<1H OCEAN
14685,<1H OCEAN
14686,<1H OCEAN
14687,<1H OCEAN
14688,<1H OCEAN
14689,<1H OCEAN
14690,<1H OCEAN
14691,<1H OCEAN
14692,<1H OCEAN
14693,<1H OCEAN
14694,<1H OCEAN
14695,<1H OCEAN
14696,<1H OCEAN
14697,<1H OCEAN
14698,<1H OCEAN
14699,<1H OCEAN
14700,<1H OCEAN
14701,<1H OCEAN
14702,<1H OCEAN
14703,<1H OCEAN
14704,<1H OCEAN
14705,<1H OCEAN
14706,<1H OCEAN
14707,<1H OCEAN
14708,<1H OCEAN
14709,<1H OCEAN
14710,<1H OCEAN
14711,<1H OCEAN
14712,<1H OCEAN
14713,<1H OCEAN
14714,<1H OCEAN
14715,<1H OCEAN
14716,<1H OCEAN
14717,<1H OCEAN
14718,<1H OCEAN
14719,<1H OCEAN
14720,<1H OCEAN
14721,<1H OCEAN
14722,<1H OCEAN
14723,<1H OCEAN
14724,<1H OCEAN
14725,<1H OCEAN
14726,<1H OCEAN
14727,<1H OCEAN
14728,<1H OCEAN
14729,<1H OCEAN
14730,<1H OCEAN
14731,<1H OCEAN
14732,<1H OCEAN
14733,<1H OCEAN
14734,<1H OCEAN
14735,<1H OCEAN
14736,<1H OCEAN
14737,<1H OCEAN
14738,<1H OCEAN
14739,<1H OCEAN
14740,<1H OCEAN
14741,<1H OCEAN
14742,<1H OCEAN
14743,<1H OCEAN
14744,<1H OCEAN
14745,<1H OCEAN
14746,<1H OCEAN
14747,<1H OCEAN
14748,<1H OCEAN
14749,<1H OCEAN
14750,<1H OCEAN
14751,<1H OCEAN
14752,<1H OCEAN
14753,<1H OCEAN
14754,<1H OCEAN
14755,<1H OCEAN
14756,<1H OCEAN
14757,<1H OCEAN
14758,<1H OCEAN
14759,<1H OCEAN
14760,<1H OCEAN
14761,<1H OCEAN
14762,<1H OCEAN
14763,<1H OCEAN
14764,<1H OCEAN
14765,<1H OCEAN
14766,<1H OCEAN
14767,<1H OCEAN
14768,<1H OCEAN
14769,<1H OCEAN
14770,<1H OCEAN
14771,<1H OCEAN
14772,<1H OCEAN
14773,<1H OCEAN
14774,<1H OCEAN
14775,<1H OCEAN
14776,<1H OCEAN
14777,<1H OCEAN
14778,<1H OCEAN
14779,<1H OCEAN
14780,<1H OCEAN
14781,<1H OCEAN
14782,<1H OCEAN
14783,<1H OCEAN
14784,<1H OCEAN
14785,<1H OCEAN
14786,<1H OCEAN
14787,<1H OCEAN
14788,<1H OCEAN
14789,<1H OCEAN
14790,<1H OCEAN
14791,<1H OCEAN
14792,<1H OCEAN
14793,<1H OCEAN
14794,<1H OCEAN
14795,<1H OCEAN
14796,<1H OCEAN
14797,<1H OCEAN
14798,<1H OCEAN
14799,<1H OCEAN
14800,<1H OCEAN
14801,<1H OCEAN
14802,<1H OCEAN
14803,<1H OCEAN
14804,<1H OCEAN
14805,<1H OCEAN
14806,<1H OCEAN
14807,<1H OCEAN
14808,<1H OCEAN
14809,<1H OCEAN
14810,<1H OCEAN
14811,<1H OCEAN
14812,<1H OCEAN
14813,<1H OCEAN
14814,<1H OCEAN
14815,<1H OCEAN
14816,<1H OCEAN
14817,<1H OCEAN
14818,<1H OCEAN
14819,<1H OCEAN
14820,<1H OCEAN
14821,<1H OCEAN
14822,<1H OCEAN
14823,<1H OCEAN
14824,<1H OCEAN
14825,<1H OCEAN
14826,<1H OCEAN
14827,<1H OCEAN
14828,<1H OCEAN
14829,<1H OCEAN
14830,<1H OCEAN
14831,<1H OCEAN
14832,<1H OCEAN
14833,<1H OCEAN
14834,<1H OCEAN
14835,<1H OCEAN
14836,<1H OCEAN
14837,<1H OCEAN
14838,<1H OCEAN
14839,<1H OCEAN
14840,<1H OCEAN
14841,<1H OCEAN
14842,<1H OCEAN
14843,<1H OCEAN
14844,<1H OCEAN
14845,<1H OCEAN
14846,<1H OCEAN
14847,<1H OCEAN
14848,<1H OCEAN
14849,<1H OCEAN
14850,<1H OCEAN
14851,<1H OCEAN
14852,<1H OCEAN
14853,<1H OCEAN
14854,<1H OCEAN
14855,<1H OCEAN
14856,<1H OCEAN
14857,<1H OCEAN
14858,<1H OCEAN
14859,<1H OCEAN
14860,<1H OCEAN
14861,<1H OCEAN
14862,<1H OCEAN
14863,<1H OCEAN
14864,<1H OCEAN
14865,<1H OCEAN
14866,<1H OCEAN
14867,<1H OCEAN
14868,<1H OCEAN
14869,<1H OCEAN
14870,<1H OCEAN
14871,<1H OCEAN
14872,<1H OCEAN
14873,<1H OCEAN
14874,<1H OCEAN
14875,<1H OCEAN
14876,<1H OCEAN
14877,<1H OCEAN
14878,<1H OCEAN
14879,<1H OCEAN
14880,<1H OCEAN
14881,<1H OCEAN
14882,<1H OCEAN
14883,<1H OCEAN
14884,<1H OCEAN
14885,<1H OCEAN
14886,<1H OCEAN
14887,<1H OCEAN
14888,<1H OCEAN
14889,<1H OCEAN
14890,<1H OCEAN
14891,<1H OCEAN
14892,<1H OCEAN
14893,<1H OCEAN
14894,<1H OCEAN
14895,<1H OCEAN
14896,<1H OCEAN
14897,<1H OCEAN
14898,<1H OCEAN
14899,<1H OCEAN
14900,<1H OCEAN
14901,<1H OCEAN
14902,<1H OCEAN
14903,<1H OCEAN
14904,<1H OCEAN
14905,<1H OCEAN
14906,<1H OCEAN
14907,<1H OCEAN
14908,<1H OCEAN
14909,<1H OCEAN
14910,<1H OCEAN
14911,<1H OCEAN
14912,<1H OCEAN
14913,<1H OCEAN
14914,<1H OCEAN
14915,<1H OCEAN
14916,<1H OCEAN
14917,<1H OCEAN
14918,<1H OCEAN
14919,<1H OCEAN
14920,<1H OCEAN
14921,<1H OCEAN
14922,<1H OCEAN
14923,<1H OCEAN
14924,<1H OCEAN
14925,<1H OCEAN
14926,<1H OCEAN
14927,<1H OCEAN
14928,<1H OCEAN
14929,<1H OCEAN
14930,<1H OCEAN
14931,<1H OCEAN
14932,<1H OCEAN
14933,<1H OCEAN
14934,<1H OCEAN
14935,<1H OCEAN
14936,<1H OCEAN
14937,<1H OCEAN
14938,<1H OCEAN
14939,<1H OCEAN
14940,<1H OCEAN
14941,<1H OCEAN
14942,<1H OCEAN
14943,<1H OCEAN
14944,<1H OCEAN
14945,<1H OCEAN
14946,<1H OCEAN
14947,<1H OCEAN
14948,<1H OCEAN
14949,<1H OCEAN
14950,<1H OCEAN
14951,<1H OCEAN
14952,<1H OCEAN
14953,<1H OCEAN
14954,<1H OCEAN
14955,<1H OCEAN
14956,<1H OCEAN
14957,<1H OCEAN
14958,<1H OCEAN
14959,<1H OCEAN
14960,<1H OCEAN
14961,<1H OCEAN
14962,<1H OCEAN
14963,<1H OCEAN
14964,<1H OCEAN
14965,<1H OCEAN
14966,<1H OCEAN
14967,<1H OCEAN
14968,<1H OCEAN
14969,<1H OCEAN
14970,<1H OCEAN
14971,<1H OCEAN
14972,<1H OCEAN
14973,<1H OCEAN
14974,<1H OCEAN
14975,<1H OCEAN
14976,<1H OCEAN
14977,<1H OCEAN
14978,<1H OCEAN
14979,<1H OCEAN
14980,<1H OCEAN
14981,<1H OCEAN
14982,<1H OCEAN
14983,<1H OCEAN
14984,<1H OCEAN
14985,<1H OCEAN
14986,<1H OCEAN
14987,<1H OCEAN
14988,<1H OCEAN
14989,<1H OCEAN
14990,<1H OCEAN
14991,<1H OCEAN
14992,<1H OCEAN
14993,<1H OCEAN
14994,<1H OCEAN
14995,<1H OCEAN
14996,<1H OCEAN
14997,<1H OCEAN
14998,<1H OCEAN
14999,<1H OCEAN
15000,<1H OCEAN
15001,<1H OCEAN
15002,<1H OCEAN
15003,<1H OCEAN
15004,<1H OCEAN
15005,<1H OCEAN
15006,<1H OCEAN
15007,<1H OCEAN
15008,<1H OCEAN
15009,<1H OCEAN
15010,<1H OCEAN
15011,<1H OCEAN
15012,<1H OCEAN
15013,<1H OCEAN
15014,<1H OCEAN
15015,<1H OCEAN
15016,<1H OCEAN
15017,<1H OCEAN
15018,<1H OCEAN
15019,<1H OCEAN
15020,<1H OCEAN
15021,<1H OCEAN
15022,<1H OCEAN
15023,<1H OCEAN
15024,<1H OCEAN
15025,<1H OCEAN
15026,<1H OCEAN
15027,<1H OCEAN
15028,<1H OCEAN
15029,<1H OCEAN
15030,<1H OCEAN
15031,<1H OCEAN
15032,<1H OCEAN
15033,<1H OCEAN
15034,<1H OCEAN
15035,<1H OCEAN
15036,<1H OCEAN
15037,<1H OCEAN
15038,<1H OCEAN
15039,<1H OCEAN
15040,<1H OCEAN
15041,<1H OCEAN
15042,<1H OCEAN
15043,<1H OCEAN
15044,<1H OCEAN
15045,<1H OCEAN
15046,<1H OCEAN
15047,<1H OCEAN
15048,<1H OCEAN
15049,<1H OCEAN
15050,<1H OCEAN
15051,<1H OCEAN
15052,<1H OCEAN
15053,<1H OCEAN
15054,<1H OCEAN
15055,<1H OCEAN
15056,<1H OCEAN
15057,<1H OCEAN
15058,<1H OCEAN
15059,<1H OCEAN
15060,<1H OCEAN
15061,<1H OCEAN
15062,<1H OCEAN
15063,<1H OCEAN
15064,<1H OCEAN
15065,<1H OCEAN
15066,<1H OCEAN
15067,<1H OCEAN
15068,<1H OCEAN
15069,<1H OCEAN
15070,<1H OCEAN
15071,<1H OCEAN
15072,<1H OCEAN
15073,<1H OCEAN
15074,<1H OCEAN
15075,<1H OCEAN
15076,<1H OCEAN
15077,<1H OCEAN
15078,<1H OCEAN
15079,<1H OCEAN
15080,<1H OCEAN
15081,<1H OCEAN
15082,<1H OCEAN
15083,<1H OCEAN
15084,<1H OCEAN
15085,<1H OCEAN
15086,<1H OCEAN
15087,<1H OCEAN
15088,<1H OCEAN
15089,<1H OCEAN
15090,<1H OCEAN
15091,<1H OCEAN
15092,<1H OCEAN
15093,<1H OCEAN
15094,<1H OCEAN
15095,<1H OCEAN
15096,<1H OCEAN
15097,<1H OCEAN
15098,<1H OCEAN
15099,<1H OCEAN
15100,<1H OCEAN
15101,<1H OCEAN
15102,<1H OCEAN
15103,<1H OCEAN
15104,<1H OCEAN
15105,<1H OCEAN
15106,<1H OCEAN
15107,<1H OCEAN
15108,<1H OCEAN
15109,<1H OCEAN
15110,<1H OCEAN
15111,<1H OCEAN
15112,<1H OCEAN
15113,<1H OCEAN
15114,<1H OCEAN
15115,<1H OCEAN
15116,<1H OCEAN
15117,<1H OCEAN
15118,<1H OCEAN
15119,<1H OCEAN
15120,<1H OCEAN
15121,<1H OCEAN
15122,<1H OCEAN
15123,<1H OCEAN
15124,<1H OCEAN
15125,<1H OCEAN
15126,<1H OCEAN
15127,<1H OCEAN
15128,<1H OCEAN
15129,<1H OCEAN
15130,<1H OCEAN
15131,<1H OCEAN
15132,<1H OCEAN
15133,<1H OCEAN
15134,<1H OCEAN
15135,<1H OCEAN
15136,<1H OCEAN
15137,<1H OCEAN
15138,<1H OCEAN
15139,<1H OCEAN
15140,<1H OCEAN
15141,<1H OCEAN
15142,<1H OCEAN
15143,<1H OCEAN
15144,<1H OCEAN
15145,<1H OCEAN
15146,<1H OCEAN
15147,<1H OCEAN
15148,<1H OCEAN
15149,<1H OCEAN
15150,<1H OCEAN
15151,<1H OCEAN
15152,<1H OCEAN
15153,<1H OCEAN
15154,<1H OCEAN
15155,<1H OCEAN
15156,<1H OCEAN
15157,<1H OCEAN
15158,<1H OCEAN
15159,<1H OCEAN
15160,<1H OCEAN
15161,<1H OCEAN
15162,<1H OCEAN
15163,<1H OCEAN
15164,<1H OCEAN
15165,<1H OCEAN
15166,<1H OCEAN
15167,<1H OCEAN
15168,<1H OCEAN
15169,<1H OCEAN
15170,<1H OCEAN
15171,<1H OCEAN
15172,<1H OCEAN
15173,<1H OCEAN
15174,<1H OCEAN
15175,<1H OCEAN
15176,<1H OCEAN
15177,<1H OCEAN
15178,<1H OCEAN
15179,<1H OCEAN
15180,<1H OCEAN
15181,<1H OCEAN
15182,<1H OCEAN
15183,<1H OCEAN
15184,<1H OCEAN
15185,<1H OCEAN
15186,<1H OCEAN
15187,<1H OCEAN
15188,<1H OCEAN
15189,<1H OCEAN
15190,<1H OCEAN
15191,<1H OCEAN
15192,<1H OCEAN
15193,<1H OCEAN
15194,<1H OCEAN
15195,<1H OCEAN
15196,<1H OCEAN
15197,<1H OCEAN
15198,<1H OCEAN
15199,<1H OCEAN
15200,<1H OCEAN
15201,<1H OCEAN
15202,<1H OCEAN
15203,<1H OCEAN
15204,<1H OCEAN
15205,<1H OCEAN
15206,<1H OCEAN
15207,<1H OCEAN
15208,<1H OCEAN
15209,<1H OCEAN
15210,<1H OCEAN
15211,<1H OCEAN
15212,<1H OCEAN
15213,<1H OCEAN
15214,<1H OCEAN
15215,<1H OCEAN
15216,<1H OCEAN
15217,<1H OCEAN
15218,<1H OCEAN
15219,<1H OCEAN
15220,<1H OCEAN
15221,<1H OCEAN
15222,<1H OCEAN
15223,<1H OCEAN
15224,<1H OCEAN
15225,<1H OCEAN
15226,<1H OCEAN
15227,<1H OCEAN
15228,<1H OCEAN
15229,<1H OCEAN
15230,<1H OCEAN
15231,<1H OCEAN
15232,<1H OCEAN
15233,<1H OCEAN
15234,<1H OCEAN
15235,<1H OCEAN
15236,<1H OCEAN
15237,<1H OCEAN
15238,<1H OCEAN
15239,<1H OCEAN
15240,<1H OCEAN
15241,<1H OCEAN
15242,<1H OCEAN
15243,<1H OCEAN
15244,<1H OCEAN
15245,<1H OCEAN
15246,<1H OCEAN
15247,<1H OCEAN
15248,<1H OCEAN
15249,<1H OCEAN
15250,<1H OCEAN
15251,<1H OCEAN
15252,<1H OCEAN
15253,<1H OCEAN
15254,<1H OCEAN
15255,<1H OCEAN
15256,<1H OCEAN
15257,<1H OCEAN
15258,<1H OCEAN
15259,<1H OCEAN
15260,<1H OCEAN
15261,<1H OCEAN
15262,<1H OCEAN
15263,<1H OCEAN
15264,<1H OCEAN
15265,<1H OCEAN
15266,<1H OCEAN
15267,<1H OCEAN
15268,<1H OCEAN
15269,<1H OCEAN
15270,<1H OCEAN
15271,<1H OCEAN
15272,<1H OCEAN
15273,<1H OCEAN
15274,<1H OCEAN
15275,<1H OCEAN
15276,<1H OCEAN
15277,NEAR OCEAN
15278,<1H OCEAN
15279,<1H OCEAN
15280,<1H OCEAN
15281,<1H OCEAN
15282,<1H OCEAN
15283,<1H OCEAN
15284,<1H OCEAN
15285,<1H OCEAN
15286,<1H OCEAN
15287,<1H OCEAN
15288,<1H OCEAN
15289,<1H OCEAN
15290,<1H OCEAN
15291,<1H OCEAN
15292,<1H OCEAN
15293,<1H OCEAN
15294,<1H OCEAN
15295,<1H OCEAN
15296,<1H OCEAN
15297,<1H OCEAN
15298,<1H OCEAN
15299,<1H OCEAN
15300,<1H OCEAN
15301,<1H OCEAN
15302,<1H OCEAN
15303,<1H OCEAN
15304,<1H OCEAN
15305,<1H OCEAN
15306,<1H OCEAN
15307,<1H OCEAN
15308,<1H OCEAN
15309,<1H OCEAN
15310,<1H OCEAN
15311,<1H OCEAN
15312,<1H OCEAN
15313,<1H OCEAN
15314,<1H OCEAN
15315,<1H OCEAN
15316,<1H OCEAN
15317,<1H OCEAN
15318,<1H OCEAN
15319,<1H OCEAN
15320,<1H OCEAN
15321,<1H OCEAN
15322,<1H OCEAN
15323,<1H OCEAN
15324,<1H OCEAN
15325,<1H OCEAN
15326,<1H OCEAN
15327,<1H OCEAN
15328,<1H OCEAN
15329,<1H OCEAN
15330,<1H OCEAN
15331,<1H OCEAN
15332,<1H OCEAN
15333,<1H OCEAN
15334,<1H OCEAN
15335,<1H OCEAN
15336,<1H OCEAN
15337,<1H OCEAN
15338,<1H OCEAN
15339,<1H OCEAN
15340,<1H OCEAN
15341,<1H OCEAN
15342,<1H OCEAN
15343,<1H OCEAN
15344,<1H OCEAN
15345,<1H OCEAN
15346,<1H OCEAN
15347,<1H OCEAN
15348,<1H OCEAN
15349,<1H OCEAN
15350,<1H OCEAN
15351,<1H OCEAN
15352,<1H OCEAN
15353,<1H OCEAN
15354,<1H OCEAN
15355,<1H OCEAN
15356,<1H OCEAN
15357,<1H OCEAN
15358,<1H OCEAN
15359,<1H OCEAN
15360,<1H OCEAN
15361,<1H OCEAN
15362,<1H OCEAN
15363,<1H OCEAN
15364,<1H OCEAN
15365,<1H OCEAN
15366,<1H OCEAN
15367,<1H OCEAN
15368,<1H OCEAN
15369,<1H OCEAN
15370,<1H OCEAN
15371,<1H OCEAN
15372,<1H OCEAN
15373,<1H OCEAN
15374,<1H OCEAN
15375,<1H OCEAN
15376,<1H OCEAN
15377,<1H OCEAN
15378,<1H OCEAN
15379,<1H OCEAN
15380,<1H OCEAN
15381,<1H OCEAN
15382,<1H OCEAN
15383,<1H OCEAN
15384,<1H OCEAN
15385,<1H OCEAN
15386,<1H OCEAN
15387,<1H OCEAN
15388,<1H OCEAN
15389,<1H OCEAN
15390,<1H OCEAN
15391,<1H OCEAN
15392,<1H OCEAN
15393,<1H OCEAN
15394,<1H OCEAN
15395,<1H OCEAN
15396,<1H OCEAN
15397,<1H OCEAN
15398,<1H OCEAN
15399,<1H OCEAN
15400,<1H OCEAN
15401,<1H OCEAN
15402,<1H OCEAN
15403,<1H OCEAN
15404,<1H OCEAN
15405,<1H OCEAN
15406,<1H OCEAN
15407,<1H OCEAN
15408,<1H OCEAN
15409,<1H OCEAN
15410,<1H OCEAN
15411,<1H OCEAN
15412,<1H OCEAN
15413,<1H OCEAN
