housing_id,housing_median_age,total_rooms,total_bedrooms,population,median_house_value,households,add_id
2931,18,896,217,805,42500,197,AD2931
2932,45,1164,277,992,48700,284,AD2932
2933,33,1021,280,1258,48600,239,AD2933
2934,24,1562,398,1223,47100,329,AD2934
2935,15,1244,266,933,49400,227,AD2935
2936,14,1482,338,1059,42700,279,AD2936
2937,13,1524,354,1210,47800,344,AD2937
2938,25,1498,359,1168,49300,340,AD2938
2939,5,2714,512,1823,76200,500,AD2939
2940,12,2294,508,1753,54700,482,AD2940
2941,6,1025,259,874,53400,236,AD2941
2942,8,2285,497,1738,54000,480,AD2942
2943,9,1379,333,1156,48900,315,AD2943
2944,7,1418,306,1219,46700,312,AD2944
2945,3,3480,608,2007,78700,541,AD2945
2946,4,496,131,511,33200,124,AD2946
2947,11,1615,355,1380,49800,332,AD2947
2948,1,1590,367,1311,52900,390,AD2948
2949,17,875,199,567,36600,204,AD2949
2950,41,2931,716,1969,62100,588,AD2950
2951,21,1293,317,1109,45600,286,AD2951
2952,52,1354,325,922,58000,304,AD2952
2953,42,1730,343,782,63700,278,AD2953
2954,50,1239,251,776,63300,272,AD2954
2955,40,598,149,366,57900,132,AD2955
2956,49,1472,305,670,76000,282,AD2956
2957,48,1463,294,692,65800,295,AD2957
2958,51,3474,645,1679,71900,616,AD2958
2959,43,1441,294,695,73700,275,AD2959
2960,2,1607,336,817,73000,307,AD2960
2961,46,4590,897,2212,85000,894,AD2961
2962,26,9351,2139,4584,69900,1953,AD2962
2963,20,3580,984,1933,175000,912,AD2963
2964,17,12707,2685,7009,87200,2552,AD2964
2965,36,2387,437,1204,106200,423,AD2965
2966,19,4119,865,1294,86200,879,AD2966
2967,23,4201,786,1667,134100,724,AD2967
2968,38,8574,1489,4250,103400,1444,AD2968
2969,35,4597,1071,1916,131000,870,AD2969
2970,10,4070,512,1580,245800,540,AD2970
2971,16,892,129,331,176300,135,AD2971
2972,27,2113,256,842,224100,265,AD2972
2973,39,1535,238,768,118500,236,AD2973
2974,31,1474,235,768,130100,238,AD2974
2975,29,6640,898,3121,170300,902,AD2975
2976,22,11609,2141,5696,106300,2100,AD2976
2977,37,7085,1148,3084,142900,1052,AD2977
2978,28,3944,746,2355,70700,757,AD2978
2979,34,9027,1901,4870,100700,1797,AD2979
2980,32,5264,1064,3278,82800,1049,AD2980
2981,47,2861,510,1375,71400,486,AD2981
2982,44,3691,826,2072,84700,827,AD2982
2983,30,3057,698,1627,84700,680,AD2983
2984,18,2221,436,1131,68500,408,AD2984
2985,45,973,219,613,46700,187,AD2985
2986,33,1120,255,677,39400,213,AD2986
2987,24,991,221,620,53800,207,AD2987
2988,15,3068,628,1897,63700,607,AD2988
2989,14,2053,412,1193,65800,387,AD2989
2990,13,1650,390,1145,56500,343,AD2990
2991,25,1576,405,870,59500,282,AD2991
2992,5,2248,434,1461,56200,405,AD2992
2993,12,1337,275,767,53300,273,AD2993
2994,6,2821,519,1353,109800,495,AD2994
2995,8,37,11,34,50000,8,AD2995
2996,9,7035,1455,3525,93600,1387,AD2996
2997,7,2161,371,1267,92700,388,AD2997
2998,3,2721,549,1294,100200,523,AD2998
2999,4,2927,588,1821,82600,561,AD2999
3000,11,10822,1994,6241,88200,1906,AD3000
3001,1,829,146,447,102900,173,AD3001
3002,41,7397,1369,4611,81600,1310,AD3002
3003,21,4870,965,2717,70000,928,AD3003
3004,52,7092,1517,4101,74800,1436,AD3004
3005,42,8596,1597,4893,80900,1520,AD3005
3006,50,3081,635,1830,97900,591,AD3006
3007,40,6268,1003,3269,118200,980,AD3007
3008,49,80,16,66,65000,21,AD3008
3009,48,7011,1453,4163,77500,1307,AD3009
3010,51,282,59,213,91700,71,AD3010
3011,43,444,102,242,150000,87,AD3011
3012,2,806,168,323,113900,136,AD3012
3013,46,3278,762,1338,116500,550,AD3013
3014,26,2817,604,1089,123500,412,AD3014
3015,20,8733,1600,2006,168400,736,AD3015
3016,17,4054,787,1581,148200,579,AD3016
3017,36,508,111,229,128300,84,AD3017
3018,19,2213,458,1250,52100,440,AD3018
3019,23,973,183,500,30000,177,AD3019
3020,38,890,172,483,68200,170,AD3020
3021,35,3827,696,1993,57900,617,AD3021
3022,10,116,20,39,37500,18,AD3022
3023,16,3437,696,1783,52900,608,AD3023
3024,27,4164,812,1998,50800,773,AD3024
3025,39,2943,14,1565,45800,584,AD3025
3026,31,4190,690,1973,88300,702,AD3026
3027,29,5050,964,2293,75400,919,AD3027
3028,22,1440,309,808,26600,294,AD3028
3029,37,2745,543,1423,26900,482,AD3029
3030,28,4599,877,2140,63800,831,AD3030
3031,34,2167,421,1301,69800,394,AD3031
3032,32,2585,480,1442,104700,424,AD3032
3033,47,5589,941,3018,96900,917,AD3033
3034,44,984,176,451,88900,170,AD3034
3035,30,1264,202,552,94300,187,AD3035
3036,18,2835,471,1399,149000,413,AD3036
3037,45,7383,1095,3415,157300,1059,AD3037
3038,33,1521,269,706,121000,279,AD3038
3039,24,2044,394,894,82800,359,AD3039
3040,15,4527,713,2170,146200,671,AD3040
3041,14,1253,259,932,110400,249,AD3041
3042,13,786,194,573,37500,134,AD3042
3043,25,2649,572,1815,65400,547,AD3043
3044,5,2536,409,1133,78600,430,AD3044
3045,12,1367,329,796,61100,319,AD3045
3046,6,1089,179,544,95800,190,AD3046
3047,8,1923,379,1101,65800,351,AD3047
3048,9,3107,782,3260,58600,738,AD3048
3049,7,2171,483,1315,52100,450,AD3049
3050,3,2304,437,1506,64600,403,AD3050
3051,4,1584,309,1011,58800,268,AD3051
3052,11,510,84,236,125000,73,AD3052
3053,1,1657,362,1186,63200,376,AD3053
3054,41,3240,654,1809,71900,616,AD3054
3055,21,2143,488,1732,59000,509,AD3055
3056,52,2703,683,2682,60500,675,AD3056
3057,42,2719,502,1497,71800,457,AD3057
3058,50,3085,691,2645,54100,676,AD3058
3059,40,820,239,1345,47500,207,AD3059
3060,49,2403,483,1647,80000,415,AD3060
3061,48,735,137,421,156300,113,AD3061
3062,51,3938,789,3500,59800,768,AD3062
3063,43,1476,220,902,83300,205,AD3063
3064,2,1885,398,1539,58500,388,AD3064
3065,46,2874,677,3078,55200,651,AD3065
3066,26,3216,750,2639,54700,709,AD3066
3067,20,1513,342,1346,59800,323,AD3067
3068,17,1618,378,1449,56500,398,AD3068
3069,36,2332,656,2175,57300,610,AD3069
3070,19,1598,443,1658,52100,417,AD3070
3071,23,3271,797,2700,62200,688,AD3071
3072,38,1927,386,1371,69900,414,AD3072
3073,35,1612,343,1230,67200,330,AD3073
3074,10,2862,606,2467,62100,600,AD3074
3075,16,1737,521,1764,67800,514,AD3075
3076,27,3225,635,2034,72500,593,AD3076
3077,39,2275,659,1914,68400,614,AD3077
3078,31,2636,468,1416,84000,485,AD3078
3079,29,1755,280,664,216400,254,AD3079
3080,22,3458,651,1465,82500,621,AD3080
3081,37,1439,237,557,204200,227,AD3081
3082,28,2327,642,799,92300,335,AD3082
3083,34,1962,403,730,67500,321,AD3083
3084,32,3166,700,1097,96000,493,AD3084
3085,47,4754,1075,1366,81200,690,AD3085
3086,44,3303,814,986,101400,522,AD3086
3087,30,1491,408,98,90000,48,AD3087
3088,18,1504,325,584,94600,223,AD3088
3089,45,2354,514,775,59400,380,AD3089
3090,33,2966,669,1007,72500,465,AD3090
3091,24,5907,1257,2310,96900,1001,AD3091
3092,15,2304,527,782,75800,390,AD3092
3093,14,2248,535,927,68500,427,AD3093
3094,13,4002,930,1614,67300,731,AD3094
3095,25,5396,1182,1802,69700,807,AD3095
3096,5,2267,601,756,78400,276,AD3096
3097,12,2916,594,1870,55000,432,AD3097
3098,6,2579,564,1155,42100,431,AD3098
3099,8,2737,589,1128,72000,533,AD3099
3100,9,2701,576,1245,81900,513,AD3100
3101,7,1131,276,520,87500,232,AD3101
3102,3,2683,416,1154,109400,399,AD3102
3103,4,3253,573,1408,95700,586,AD3103
3104,11,2115,342,927,115700,337,AD3104
3105,1,3661,787,1613,63500,706,AD3105
3106,41,4334,641,1777,105300,661,AD3106
3107,21,3151,482,1335,109000,428,AD3107
3108,52,2657,496,1426,71900,483,AD3108
3109,42,4241,832,1929,84500,742,AD3109
3110,50,1678,241,765,102800,281,AD3110
3111,40,2678,483,1473,70200,487,AD3111
3112,49,2994,741,1481,52400,581,AD3112
3113,48,2656,506,1349,83200,501,AD3113
3114,51,5897,1138,2728,85700,1072,AD3114
3115,43,5735,932,2623,87200,862,AD3115
3116,2,1740,391,850,91700,317,AD3116
3117,46,2014,372,1027,101300,356,AD3117
3118,26,3811,605,1518,142500,568,AD3118
3119,62,1124,290,598,54300,261,AD3119
3120,41,2566,449,1181,91800,414,AD3120
3121,21,1751,316,765,98000,296,AD3121
3122,52,2357,484,1110,81700,442,AD3122
3123,42,1913,486,858,50800,371,AD3123
3124,50,1739,425,945,86500,362,AD3124
3125,40,2555,510,1347,71800,467,AD3125
3126,49,18,3,8,275000,6,AD3126
3127,48,2,2,6,137500,2,AD3127
3128,51,1926,361,917,68500,316,AD3128
3129,43,4849,920,2504,81900,847,AD3129
3130,2,2630,502,1150,104400,422,AD3130
3131,46,83,15,32,141700,15,AD3131
3132,26,923,166,352,84500,135,AD3132
3133,20,2180,416,960,87800,370,AD3133
3134,17,873,175,422,91700,159,AD3134
3135,36,7353,1482,3571,130000,1308,AD3135
3136,19,2969,648,1644,54900,570,AD3136
3137,23,1589,307,853,64400,272,AD3137
3138,38,1184,316,672,39800,241,AD3138
3139,35,4597,1009,2227,83500,821,AD3139
3140,10,1507,293,761,87900,278,AD3140
3141,16,2103,389,923,111100,338,AD3141
3142,27,2370,540,1488,83300,554,AD3142
3143,39,1069,296,569,73300,263,AD3143
3144,31,1297,307,776,68900,278,AD3144
3145,29,2992,573,1631,83200,526,AD3145
3146,22,1671,368,821,56800,337,AD3146
3147,37,4371,727,1932,136800,654,AD3147
3148,28,9664,1692,3617,162900,1370,AD3148
3149,34,2939,605,1167,79000,446,AD3149
3150,32,8417,1657,4631,115800,1468,AD3150
3151,47,3660,646,1243,137200,482,AD3151
3152,44,4031,766,1539,120800,564,AD3152
3153,30,3109,640,1457,94900,620,AD3153
3154,18,4084,812,2033,85500,668,AD3154
3155,45,1968,376,930,99800,360,AD3155
3156,33,1170,290,602,80000,266,AD3156
3157,24,1899,447,1133,67900,391,AD3157
3158,15,1793,358,1233,82200,351,AD3158
3159,14,1341,214,667,94500,184,AD3159
3160,13,1190,217,717,81300,196,AD3160
3161,25,1297,262,909,106300,253,AD3161
3162,5,1639,352,1222,68000,395,AD3162
3163,12,2358,580,2302,53900,574,AD3163
3164,6,1959,484,1763,53500,453,AD3164
3165,8,2185,469,1910,57300,455,AD3165
3166,9,2783,678,2566,51200,641,AD3166
3167,7,1401,317,1344,61400,306,AD3167
3168,3,6145,1492,5666,54600,1457,AD3168
3169,4,3815,924,3450,63700,920,AD3169
3170,11,2888,753,2949,45500,699,AD3170
3171,1,1016,202,540,75000,187,AD3171
3172,41,1860,337,1123,94200,347,AD3172
3173,21,1912,339,1002,126300,311,AD3173
3174,52,1688,302,879,103100,277,AD3174
3175,42,831,149,443,100000,146,AD3175
3176,50,1549,269,819,101400,272,AD3176
3177,40,1414,265,779,83900,249,AD3177
3178,49,8363,1636,7679,106300,1580,AD3178
3179,48,3252,614,1971,75800,607,AD3179
3180,51,3400,618,1867,92500,612,AD3180
3181,43,1287,291,737,126400,269,AD3181
3182,2,3677,863,2191,69100,785,AD3182
3183,46,4984,1029,2414,72300,961,AD3183
3184,26,2202,471,1052,62000,439,AD3184
3185,20,1846,391,1255,66600,352,AD3185
3186,17,1717,277,903,93100,289,AD3186
3187,36,1265,227,764,104200,246,AD3187
3188,19,942,193,424,87500,174,AD3188
3189,23,1006,212,515,112500,200,AD3189
3190,38,1871,315,1066,100800,309,AD3190
3191,35,479,84,327,107500,103,AD3191
3192,10,544,112,442,56100,106,AD3192
3193,16,1287,214,580,112500,210,AD3193
3194,27,1185,221,676,52600,256,AD3194
3195,39,1178,244,586,43500,187,AD3195
3196,31,2440,433,1579,60200,400,AD3196
3197,29,956,201,693,62000,220,AD3197
3198,22,1090,164,470,118800,158,AD3198
3199,37,3725,783,1478,148000,600,AD3199
3200,28,1745,266,837,107900,292,AD3200
3201,34,3148,568,1378,85500,537,AD3201
3202,32,1724,374,947,91900,391,AD3202
3203,47,2360,340,1055,97400,312,AD3203
3204,44,3182,563,1525,90400,585,AD3204
3205,30,1684,343,920,90600,324,AD3205
3206,18,3674,734,1864,80300,718,AD3206
3207,45,1765,310,746,70200,298,AD3207
3208,33,1463,261,699,71400,219,AD3208
3209,24,2928,600,1633,67500,559,AD3209
3210,15,1492,284,926,61500,264,AD3210
3211,14,1518,287,749,61000,255,AD3211
3212,13,1338,276,859,59700,286,AD3212
3213,25,1730,337,752,67200,323,AD3213
3214,5,1869,357,832,76100,315,AD3214
3215,12,2958,670,1504,56700,627,AD3215
3216,6,3095,766,1852,51700,721,AD3216
3217,8,1257,257,624,59100,243,AD3217
3218,9,1059,268,693,53800,241,AD3218
3219,7,592,121,268,120800,116,AD3219
3220,3,1241,244,850,81700,237,AD3220
3221,4,2048,373,1052,92800,388,AD3221
3222,11,1623,409,988,58100,395,AD3222
3223,1,2652,568,1532,56800,445,AD3223
3224,41,1325,276,873,54400,240,AD3224
3225,21,2739,535,1859,60600,498,AD3225
3226,52,1147,202,717,70500,212,AD3226
3227,42,1294,314,713,50400,290,AD3227
3228,50,2205,523,1772,43100,479,AD3228
3229,40,941,175,588,53400,180,AD3229
3230,49,1513,314,1071,50100,284,AD3230
3231,48,1847,371,1460,46300,353,AD3231
3232,51,2673,452,1394,97400,449,AD3232
3233,43,2011,349,970,94100,300,AD3233
3234,2,207,45,171,100000,50,AD3234
3235,46,752,159,524,50000,155,AD3235
3236,26,2015,413,992,53200,319,AD3236
3237,20,1382,327,1469,46500,355,AD3237
3238,17,424,78,284,43800,73,AD3238
3239,36,1093,262,893,50800,252,AD3239
3240,19,1648,285,792,64700,265,AD3240
3241,23,1267,290,1077,52300,279,AD3241
3242,38,766,189,639,42100,190,AD3242
3243,35,2004,385,1397,61600,398,AD3243
3244,10,1461,400,1201,54800,384,AD3244
3245,16,1729,317,737,68800,278,AD3245
3246,27,1676,316,707,60700,274,AD3246
3247,39,1548,308,1137,61300,306,AD3247
3248,31,187,38,106,137500,40,AD3248
3249,29,1293,272,694,52200,229,AD3249
3250,22,333,92,198,100000,55,AD3250
3251,37,1047,270,1505,47700,286,AD3251
3252,28,156,39,171,225000,37,AD3252
3253,34,2533,518,1371,60900,461,AD3253
3254,32,1165,334,1119,48500,308,AD3254
3255,47,1726,420,1371,43900,388,AD3255
3256,44,2049,482,1387,56200,422,AD3256
3257,30,48,8,13,71300,8,AD3257
3258,18,259,53,131,62500,38,AD3258
3259,45,411,114,26,73500,19,AD3259
3260,33,1295,240,534,98900,179,AD3260
3261,24,89,18,86,72500,27,AD3261
3262,15,202,42,142,68300,39,AD3262
3263,14,1314,277,649,73600,232,AD3263
3264,13,1125,231,521,106300,196,AD3264
3265,25,1098,193,353,92600,145,AD3265
3266,5,380,69,225,137500,72,AD3266
3267,12,1588,333,585,71100,254,AD3267
3268,6,2483,544,835,143200,380,AD3268
3269,8,341,64,146,166300,57,AD3269
3270,9,681,120,272,140600,105,AD3270
3271,7,1582,301,851,164100,273,AD3271
3272,3,2202,484,1000,102300,381,AD3272
3273,4,1236,238,601,100300,261,AD3273
3274,11,1548,295,605,119000,250,AD3274
3275,1,1128,229,621,93500,210,AD3275
3276,41,3131,624,1591,80700,568,AD3276
3277,21,789,208,295,95000,108,AD3277
3278,52,2374,557,723,95800,427,AD3278
3279,42,532,111,214,108300,62,AD3279
3280,50,1927,427,810,86500,321,AD3280
3281,40,3127,674,1015,78800,448,AD3281
3282,49,2191,495,679,94700,371,AD3282
3283,48,1798,395,685,66800,331,AD3283
3284,51,1880,467,798,65000,342,AD3284
3285,43,952,200,321,89000,128,AD3285
3286,2,1601,323,661,108900,269,AD3286
3287,46,1264,271,370,69700,177,AD3287
3288,26,254,50,66,112500,29,AD3288
3289,41,1618,395,425,111500,244,AD3289
3290,21,2199,527,744,72400,316,AD3290
3291,52,1446,329,594,53300,255,AD3291
3292,42,3715,810,943,109400,510,AD3292
3293,50,793,148,186,162500,59,AD3293
3294,40,1177,224,181,134700,105,AD3294
3295,49,4279,951,1596,75900,666,AD3295
3296,48,975,219,337,77800,155,AD3296
3297,51,2300,508,526,109700,254,AD3297
3298,43,1856,472,703,60000,292,AD3298
3299,2,1708,459,633,64000,312,AD3299
3300,46,2230,538,832,58800,359,AD3300
3301,26,1731,400,638,57500,282,AD3301
3302,20,231,36,108,71300,31,AD3302
3303,17,1657,390,572,62000,301,AD3303
3304,36,1914,446,828,69000,332,AD3304
3305,19,2507,577,1072,60200,457,AD3305
3306,23,2143,580,898,63200,367,AD3306
3307,38,883,187,326,58200,136,AD3307
3308,35,1503,370,522,68900,268,AD3308
3309,10,686,127,246,77300,86,AD3309
3310,16,661,144,192,49000,93,AD3310
3311,27,3844,969,1832,81800,845,AD3311
3312,39,524,129,215,55000,90,AD3312
3313,31,2554,540,723,114200,319,AD3313
3314,29,4162,967,889,200500,414,AD3314
3315,22,642,203,265,96900,84,AD3315
3316,37,5175,971,2144,97300,792,AD3316
3317,28,1245,234,517,93400,187,AD3317
3318,34,41,18,94,55000,10,AD3318
3319,32,1592,327,647,136800,253,AD3319
3320,47,1580,318,753,88500,252,AD3320
3321,44,289,49,191,113900,54,AD3321
3322,30,1383,347,719,77800,296,AD3322
3323,18,939,176,556,75000,178,AD3323
3324,45,2067,384,904,134200,333,AD3324
3325,33,1214,247,504,105700,223,AD3325
3326,24,1318,296,567,93800,276,AD3326
3327,15,712,140,293,119400,100,AD3327
3328,14,640,134,268,100000,90,AD3328
3329,13,2781,15,890,96600,310,AD3329
3330,25,4515,909,1554,90800,528,AD3330
3331,5,304,63,161,112500,61,AD3331
3332,12,1410,329,599,75000,273,AD3332
3333,6,292,56,92,91700,41,AD3333
3334,8,520,115,249,84700,109,AD3334
3335,9,70,38,20,112500,13,AD3335
3336,7,1177,240,519,73500,199,AD3336
3337,3,2394,443,877,109200,341,AD3337
3338,4,2589,482,1050,132600,374,AD3338
3339,11,3639,637,1027,132100,421,AD3339
3340,1,764,145,366,103100,143,AD3340
3341,41,852,176,461,83300,142,AD3341
3342,21,994,226,302,67900,117,AD3342
3343,52,1425,323,727,85300,287,AD3343
3344,42,531,126,231,89600,96,AD3344
3345,50,102,17,43,87500,13,AD3345
3346,40,1707,308,761,48100,250,AD3346
3347,49,779,136,364,59200,123,AD3347
3348,48,976,202,511,80800,175,AD3348
3349,51,777,185,318,40000,115,AD3349
3350,43,240,49,63,200000,22,AD3350
3351,2,2635,667,280,118300,132,AD3351
3352,46,890,167,406,78300,154,AD3352
3353,26,683,139,302,64100,111,AD3353
3354,20,5486,1044,1977,49500,754,AD3354
3355,17,5343,20,2503,85900,902,AD3355
3356,36,2045,461,1121,71500,402,AD3356
3357,19,1450,325,717,66400,297,AD3357
3358,23,3240,652,1467,64300,621,AD3358
3359,38,2081,478,1051,70200,419,AD3359
3360,35,1741,424,987,59300,383,AD3360
3361,10,4462,828,2229,105700,777,AD3361
3362,16,3412,667,1873,61800,590,AD3362
3363,27,1652,313,762,85600,280,AD3363
3364,39,689,143,355,70000,127,AD3364
3365,31,36,8,4198,67500,7,AD3365
3366,29,3391,623,1529,91000,571,AD3366
3367,22,1821,360,969,85100,359,AD3367
3368,37,789,141,406,73500,146,AD3368
3369,28,2399,518,1037,47600,443,AD3369
3370,34,2335,518,1028,60700,383,AD3370
3371,32,5205,859,2363,276100,888,AD3371
3372,47,1079,207,486,213000,167,AD3372
3373,44,3177,713,1845,191100,612,AD3373
3374,30,2824,633,1619,184500,573,AD3374
3375,18,2186,423,1145,191900,439,AD3375
3376,45,2045,450,1166,197600,407,AD3376
3377,33,2559,18,1886,162100,769,AD3377
3378,24,1988,594,1399,175000,527,AD3378
3379,15,5568,1514,3565,161500,1374,AD3379
3380,14,2489,454,1215,257600,431,AD3380
3381,13,2091,360,879,261900,326,AD3381
3382,25,2180,369,1050,277600,390,AD3382
3383,5,779,143,371,230100,150,AD3383
3384,12,699,150,358,195800,143,AD3384
3385,6,2542,526,1278,263600,493,AD3385
3386,8,3390,580,1543,316900,576,AD3386
3387,9,1300,304,688,176700,261,AD3387
3388,7,6434,1188,3540,293300,1131,AD3388
3389,3,9259,1653,3963,228700,1595,AD3389
3390,4,1260,222,638,258300,229,AD3390
3391,11,1470,312,1047,181400,284,AD3391
3392,1,1073,220,804,172600,226,AD3392
3393,41,3258,610,1810,219900,633,AD3393
3394,21,1446,274,759,215600,291,AD3394
3395,52,1510,310,809,176500,277,AD3395
3396,42,1065,214,605,185900,183,AD3396
3397,50,2264,460,1124,189600,388,AD3397
3398,40,1297,327,733,160300,315,AD3398
3399,49,1797,363,948,187300,363,AD3399
3400,48,3690,791,1804,222700,715,AD3400
3401,51,3214,513,1700,248200,533,AD3401
3402,43,3034,732,1776,230200,702,AD3402
3403,2,604,108,314,205400,113,AD3403
3404,46,1776,301,702,314900,265,AD3404
3405,26,2795,460,1267,354400,443,AD3405
3406,20,3677,573,1598,378000,568,AD3406
3407,17,1643,489,1142,200600,458,AD3407
3408,36,1442,285,859,197300,292,AD3408
3409,19,1444,246,624,239400,239,AD3409
3410,23,1882,453,1005,217100,409,AD3410
3411,38,5106,1010,2310,191500,957,AD3411
3412,35,4694,820,3566,166200,777,AD3412
3413,10,4428,825,3152,166300,836,AD3413
3414,16,6573,1480,6161,154900,1473,AD3414
3415,27,3248,847,2608,158300,731,AD3415
3416,39,1008,204,1162,147600,215,AD3416
3417,31,1591,320,1818,145800,306,AD3417
3418,29,1271,272,1338,150000,266,AD3418
3419,22,2574,531,2609,146700,472,AD3419
3420,37,3517,810,3134,164800,847,AD3420
3421,28,822,200,1197,133300,203,AD3421
3422,34,1999,427,2391,144300,439,AD3422
3423,32,1209,341,1097,134300,283,AD3423
3424,47,937,216,1216,131300,212,AD3424
3425,44,674,153,808,147800,173,AD3425
3426,30,1384,308,2054,142600,301,AD3426
3427,18,1130,276,1533,156800,269,AD3427
3428,45,1002,250,1312,148000,249,AD3428
3429,33,1024,246,1371,147500,239,AD3429
3430,24,1246,373,1990,140900,369,AD3430
3431,15,1269,348,1835,147200,335,AD3431
3432,14,777,187,1022,139600,186,AD3432
3433,13,729,172,935,140900,174,AD3433
3434,25,1545,341,1909,148100,352,AD3434
3435,5,1447,335,1630,143100,306,AD3435
3436,12,1788,521,2582,136400,484,AD3436
3437,6,870,205,1065,136100,222,AD3437
3438,8,973,221,1086,143300,218,AD3438
3439,9,1789,424,2279,138600,411,AD3439
3440,7,858,203,1250,137900,204,AD3440
3441,3,2700,702,3444,124000,679,AD3441
3442,4,4379,872,2560,154300,853,AD3442
3443,11,1872,497,1927,134200,432,AD3443
3444,1,280,84,483,137500,87,AD3444
3445,41,827,192,981,143100,184,AD3445
3446,21,1146,259,1173,153800,272,AD3446
3447,52,3447,857,3663,157100,817,AD3447
3448,42,2049,548,2243,163700,541,AD3448
3449,50,1430,331,1502,145200,312,AD3449
3450,40,2657,515,1948,157400,532,AD3450
3451,49,5891,920,2882,235600,911,AD3451
3452,48,6235,1286,3568,211600,1190,AD3452
3453,51,6755,1443,4205,163200,1395,AD3453
3454,43,3334,712,2919,180300,718,AD3454
3455,2,6572,1105,3473,203400,1067,AD3455
3456,46,3187,569,2205,187400,559,AD3456
3457,26,3027,604,1970,156000,590,AD3457
3458,20,4151,941,3163,154300,915,AD3458
3459,17,3182,822,2661,160100,746,AD3459
3460,36,1595,314,1181,155500,327,AD3460
3461,19,1739,358,820,182500,323,AD3461
3462,23,3481,641,1952,189400,682,AD3462
3463,38,5777,1112,2917,194100,1056,AD3463
3464,35,1532,287,977,173100,275,AD3464
3465,10,2424,476,2291,158500,419,AD3465
3466,16,2920,601,1460,218200,598,AD3466
3467,27,2664,518,1468,325200,521,AD3467
3468,39,2384,395,1697,270100,402,AD3468
3469,31,1091,256,892,172400,238,AD3469
3470,29,2495,551,2314,192200,567,AD3470
3471,22,3668,890,3151,183300,810,AD3471
3472,37,4256,987,3401,190000,955,AD3472
3473,28,4516,611,1714,431800,581,AD3473
3474,34,2535,389,1071,319400,386,AD3474
3475,32,3508,585,1957,285500,588,AD3475
3476,47,1024,145,357,356300,147,AD3476
3477,44,7498,976,3189,374000,955,AD3477
3478,30,6145,868,2710,344000,875,AD3478
3479,18,4239,653,1890,301700,631,AD3479
3480,45,1287,194,525,319300,187,AD3480
3481,33,2272,320,868,474600,312,AD3481
3482,24,4542,621,2144,450700,597,AD3482
3483,15,2676,20,2661,152100,623,AD3483
3484,14,4085,919,3988,160200,906,AD3484
3485,13,5481,780,2477,377200,764,AD3485
3486,25,8879,12,3468,428600,1200,AD3486
3487,5,7665,999,3517,500001,998,AD3487
3488,12,4423,622,1995,376200,582,AD3488
3489,6,6995,1151,2907,341200,1089,AD3489
3490,8,1527,332,1303,152000,340,AD3490
3491,9,1663,302,1242,217600,283,AD3491
3492,7,1549,264,881,222900,289,AD3492
3493,3,2132,368,1128,227100,341,AD3493
3494,4,1511,274,873,226700,254,AD3494
3495,11,1444,282,523,192400,270,AD3495
3496,1,1150,185,741,220600,178,AD3496
3497,17,1231,222,702,223700,222,AD3497
3498,41,2649,449,1303,216800,437,AD3498
3499,21,1194,229,839,185800,230,AD3499
3500,52,1579,300,1012,195900,265,AD3500
3501,42,1576,282,1004,179700,284,AD3501
3502,50,1865,463,1182,172300,440,AD3502
3503,40,1111,275,1333,158100,266,AD3503
3504,49,1701,419,1616,142400,371,AD3504
3505,48,1724,311,992,195600,315,AD3505
3506,51,1453,270,808,204600,275,AD3506
3507,43,1637,300,894,209600,302,AD3507
3508,2,1358,247,738,210300,235,AD3508
3509,46,1394,254,761,217100,262,AD3509
3510,26,2202,433,1135,224200,407,AD3510
3511,20,2217,422,1064,208600,427,AD3511
3512,17,1300,289,650,199200,291,AD3512
3513,36,1898,344,1123,218400,347,AD3513
3514,19,1770,296,938,238000,304,AD3514
3515,23,2722,468,1164,239900,419,AD3515
3516,38,1732,399,1120,195700,401,AD3516
3517,35,1951,395,1040,195300,375,AD3517
3518,10,1442,276,795,216900,268,AD3518
3519,16,1865,335,1074,223300,337,AD3519
3520,27,2088,383,960,232900,362,AD3520
3521,39,4877,815,2521,225900,781,AD3521
3522,31,3047,527,1578,236200,507,AD3522
3523,29,2235,390,1148,221600,416,AD3523
3524,22,3580,565,1694,243800,524,AD3524
3525,37,1975,271,801,379600,287,AD3525
3526,28,3787,771,1966,222500,738,AD3526
3527,34,2276,429,1001,252100,419,AD3527
3528,32,3204,538,1499,271200,499,AD3528
3529,47,1931,298,948,329200,314,AD3529
3530,44,3674,15,1590,308400,550,AD3530
3531,30,5303,838,2372,311800,807,AD3531
3532,18,2309,300,931,348200,302,AD3532
3533,45,1927,305,896,320500,293,AD3533
3534,33,4960,592,1929,500001,586,AD3534
3535,24,4018,536,1508,445400,529,AD3535
3536,15,4919,661,2183,352800,625,AD3536
3537,14,2831,510,1340,237300,504,AD3537
3538,13,8850,2139,4717,254200,1979,AD3538
3539,25,2472,354,1109,332500,397,AD3539
3540,5,7849,1664,3561,290900,1500,AD3540
3541,12,8389,1872,4483,261300,1747,AD3541
3542,6,4054,712,2164,258000,746,AD3542
3543,8,7384,845,2795,500001,872,AD3543
3544,9,8146,1131,3562,357100,1054,AD3544
3545,7,5406,895,2337,375900,882,AD3545
3546,3,4759,924,1884,277200,915,AD3546
3547,4,10860,1653,4178,262100,1581,AD3547
3548,11,6154,1070,3010,271500,1034,AD3548
3549,1,8295,1506,3903,276600,1451,AD3549
