sanction,owner_id,LoanId
Yes,FW3092,3192
No,FW3093,3193
No,FW3094,3194
Yes,FW3095,3195
No,FW3096,3196
No,FW3097,3197
No,FW3098,3198
No,FW3099,3199
Yes,FW3100,3200
No,FW3101,3201
Yes,FW3102,3202
Yes,FW3103,3203
No,FW3104,3204
Yes,FW3105,3205
Yes,FW3106,3206
No,FW3107,3207
No,FW3108,3208
Yes,FW3109,3209
Yes,FW3110,3210
No,FW3111,3211
No,FW3112,3212
No,FW3113,3213
No,FW3114,3214
No,FW3115,3215
No,FW3116,3216
No,FW3117,3217
No,FW3118,3218
No,FW3119,3219
No,FW3120,3220
Yes,FW3121,3221
Yes,FW3122,3222
No,FW3123,3223
Yes,FW3124,3224
Yes,FW3125,3225
Yes,FW3126,3226
No,FW3127,3227
No,FW3128,3228
No,FW3129,3229
No,FW3130,3230
Yes,FW3131,3231
No,FW3132,3232
No,FW3133,3233
Yes,FW3134,3234
No,FW3135,3235
No,FW3136,3236
Yes,FW3137,3237
No,FW3138,3238
No,FW3139,3239
Yes,FW3140,3240
No,FW3141,3241
Yes,FW3142,3242
No,FW3143,3243
Yes,FW3144,3244
Yes,FW3145,3245
Yes,FW3146,3246
No,FW3147,3247
No,FW3148,3248
No,FW3149,3249
Yes,FW3150,3250
No,FW3151,3251
No,FW3152,3252
Yes,FW3153,3253
No,FW3154,3254
No,FW3155,3255
No,FW3156,3256
Yes,FW3157,3257
Yes,FW3158,3258
Yes,FW3159,3259
No,FW3160,3260
No,FW3161,3261
No,FW3162,3262
No,FW3163,3263
Yes,FW3164,3264
Yes,FW3165,3265
Yes,FW3166,3266
No,FW3167,3267
Yes,FW3168,3268
Yes,FW3169,3269
Yes,FW3170,3270
No,FW3171,3271
Yes,FW3172,3272
No,FW3173,3273
Yes,FW3174,3274
No,FW3175,3275
No,FW3176,3276
No,FW3177,3277
Yes,FW3178,3278
Yes,FW3179,3279
No,FW3180,3280
Yes,FW3181,3281
Yes,FW3182,3282
Yes,FW3183,3283
No,FW3184,3284
Yes,FW3185,3285
Yes,FW3186,3286
No,FW3187,3287
No,FW3188,3288
Yes,FW3189,3289
Yes,FW3190,3290
Yes,FW3191,3291
No,FW3192,3292
No,FW3193,3293
Yes,FW3194,3294
No,FW3195,3295
Yes,FW3196,3296
Yes,FW3197,3297
No,FW3198,3298
No,FW3199,3299
No,FW3200,3300
No,FW3201,3301
Yes,FW3202,3302
Yes,FW3203,3303
Yes,FW3204,3304
Yes,FW3205,3305
Yes,FW3206,3306
Yes,FW3207,3307
No,FW3208,3308
Yes,FW3209,3309
Yes,FW3210,3310
Yes,FW3211,3311
Yes,FW3212,3312
Yes,FW3213,3313
No,FW3214,3314
No,FW3215,3315
No,FW3216,3316
No,FW3217,3317
No,FW3218,3318
Yes,FW3219,3319
No,FW3220,3320
No,FW3221,3321
Yes,FW3222,3322
No,FW3223,3323
Yes,FW3224,3324
No,FW3225,3325
No,FW3226,3326
No,FW3227,3327
No,FW3228,3328
No,FW3229,3329
Yes,FW3230,3330
Yes,FW3231,3331
Yes,FW3232,3332
No,FW3233,3333
Yes,FW3234,3334
No,FW3235,3335
No,FW3236,3336
No,FW3237,3337
No,FW3238,3338
Yes,FW3239,3339
No,FW3240,3340
No,FW3241,3341
Yes,FW3242,3342
No,FW3243,3343
Yes,FW3244,3344
No,FW3245,3345
No,FW3246,3346
Yes,FW3247,3347
Yes,FW3248,3348
No,FW3249,3349
No,FW3250,3350
Yes,FW3251,3351
Yes,FW3252,3352
No,FW3253,3353
Yes,FW3254,3354
Yes,FW3255,3355
No,FW3256,3356
No,FW3257,3357
No,FW3258,3358
No,FW3259,3359
Yes,FW3260,3360
Yes,FW3261,3361
No,FW3262,3362
Yes,FW3263,3363
No,FW3264,3364
Yes,FW3265,3365
Yes,FW3266,3366
No,FW3267,3367
Yes,FW3268,3368
Yes,FW3269,3369
No,FW3270,3370
No,FW3271,3371
No,FW3272,3372
Yes,FW3273,3373
No,FW3274,3374
Yes,FW3275,3375
Yes,FW3276,3376
Yes,FW3277,3377
No,FW3278,3378
Yes,FW3279,3379
Yes,FW3280,3380
No,FW3281,3381
Yes,FW3282,3382
No,FW3283,3383
Yes,FW3284,3384
Yes,FW3285,3385
No,FW3286,3386
Yes,FW3287,3387
No,FW3288,3388
Yes,FW3289,3389
Yes,FW3290,3390
Yes,FW3291,3391
Yes,FW3292,3392
No,FW3293,3393
No,FW3294,3394
No,FW3295,3395
No,FW3296,3396
Yes,FW3297,3397
Yes,FW3298,3398
No,FW3299,3399
No,FW3300,3400
Yes,FW3301,3401
Yes,FW3302,3402
No,FW3303,3403
No,FW3304,3404
No,FW3305,3405
Yes,FW3306,3406
No,FW3307,3407
Yes,FW3308,3408
No,FW3309,3409
No,FW3310,3410
No,FW3311,3411
No,FW3312,3412
No,FW3313,3413
No,FW3314,3414
No,FW3315,3415
No,FW3316,3416
No,FW3317,3417
Yes,FW3318,3418
Yes,FW3319,3419
Yes,FW3320,3420
No,FW3321,3421
Yes,FW3322,3422
Yes,FW3323,3423
Yes,FW3324,3424
No,FW3325,3425
Yes,FW3326,3426
Yes,FW3327,3427
Yes,FW3328,3428
No,FW3329,3429
No,FW3330,3430
Yes,FW3331,3431
No,FW3332,3432
No,FW3333,3433
No,FW3334,3434
No,FW3335,3435
Yes,FW3336,3436
No,FW3337,3437
Yes,FW3338,3438
No,FW3339,3439
No,FW3340,3440
No,FW3341,3441
No,FW3342,3442
No,FW3343,3443
Yes,FW3344,3444
No,FW3345,3445
No,FW3346,3446
No,FW3347,3447
Yes,FW3348,3448
No,FW3349,3449
Yes,FW3350,3450
Yes,FW3351,3451
Yes,FW3352,3452
No,FW3353,3453
Yes,FW3354,3454
No,FW3355,3455
Yes,FW3356,3456
Yes,FW3357,3457
No,FW3358,3458
Yes,FW3359,3459
No,FW3360,3460
No,FW3361,3461
Yes,FW3362,3462
No,FW3363,3463
Yes,FW3364,3464
No,FW3365,3465
No,FW3366,3466
Yes,FW3367,3467
Yes,FW3368,3468
No,FW3369,3469
Yes,FW3370,3470
Yes,FW3371,3471
No,FW3372,3472
No,FW3373,3473
No,FW3374,3474
Yes,FW3375,3475
No,FW3376,3476
Yes,FW3377,3477
No,FW3378,3478
Yes,FW3379,3479
No,FW3380,3480
Yes,FW3381,3481
Yes,FW3382,3482
No,FW3383,3483
Yes,FW3384,3484
No,FW3385,3485
Yes,FW3386,3486
Yes,FW3387,3487
Yes,FW3388,3488
No,FW3389,3489
No,FW3390,3490
Yes,FW3391,3491
No,FW3392,3492
No,FW3393,3493
Yes,FW3394,3494
No,FW3395,3495
No,FW3396,3496
Yes,FW3397,3497
Yes,FW3398,3498
No,FW3399,3499
Yes,FW3400,3500
Yes,FW3401,3501
Yes,FW3402,3502
No,FW3403,3503
No,FW3404,3504
No,FW3405,3505
No,FW3406,3506
Yes,FW3407,3507
No,FW3408,3508
Yes,FW3409,3509
No,FW3410,3510
Yes,FW3411,3511
Yes,FW3412,3512
Yes,FW3413,3513
Yes,FW3414,3514
No,FW3415,3515
No,FW3416,3516
Yes,FW3417,3517
Yes,FW3418,3518
Yes,FW3419,3519
Yes,FW3420,3520
No,FW3421,3521
Yes,FW3422,3522
Yes,FW3423,3523
Yes,FW3424,3524
Yes,FW3425,3525
Yes,FW3426,3526
Yes,FW3427,3527
Yes,FW3428,3528
No,FW3429,3529
Yes,FW3430,3530
Yes,FW3431,3531
Yes,FW3432,3532
No,FW3433,3533
No,FW3434,3534
Yes,FW3435,3535
No,FW3436,3536
Yes,FW3437,3537
Yes,FW3438,3538
Yes,FW3439,3539
No,FW3440,3540
Yes,FW3441,3541
No,FW3442,3542
Yes,FW3443,3543
Yes,FW3444,3544
No,FW3445,3545
Yes,FW3446,3546
Yes,FW3447,3547
Yes,FW3448,3548
No,FW3449,3549
Yes,FW3450,3550
Yes,FW3451,3551
No,FW3452,3552
No,FW3453,3553
Yes,FW3454,3554
Yes,FW3455,3555
No,FW3456,3556
Yes,FW3457,3557
No,FW3458,3558
No,FW3459,3559
No,FW3460,3560
Yes,FW3461,3561
No,FW3462,3562
Yes,FW3463,3563
No,FW3464,3564
No,FW3465,3565
Yes,FW3466,3566
No,FW3467,3567
Yes,FW3468,3568
No,FW3469,3569
Yes,FW3470,3570
Yes,FW3471,3571
Yes,FW3472,3572
No,FW3473,3573
Yes,FW3474,3574
No,FW3475,3575
No,FW3476,3576
No,FW3477,3577
Yes,FW3478,3578
No,FW3479,3579
Yes,FW3480,3580
Yes,FW3481,3581
No,FW3482,3582
Yes,FW3483,3583
No,FW3484,3584
Yes,FW3485,3585
Yes,FW3486,3586
Yes,FW3487,3587
Yes,FW3488,3588
No,FW3489,3589
No,FW3490,3590
Yes,FW3491,3591
No,FW3492,3592
Yes,FW3493,3593
No,FW3494,3594
No,FW3495,3595
No,FW3496,3596
No,FW3497,3597
No,FW3498,3598
No,FW3499,3599
Yes,FW3500,3600
Yes,FW3501,3601
Yes,FW3502,3602
No,FW3503,3603
Yes,FW3504,3604
No,FW3505,3605
No,FW3506,3606
No,FW3507,3607
No,FW3508,3608
No,FW3509,3609
Yes,FW3510,3610
No,FW3511,3611
Yes,FW3512,3612
No,FW3513,3613
Yes,FW3514,3614
No,FW3515,3615
Yes,FW3516,3616
No,FW3517,3617
No,FW3518,3618
Yes,FW3519,3619
No,FW3520,3620
No,FW3521,3621
No,FW3522,3622
Yes,FW3523,3623
No,FW3524,3624
No,FW3525,3625
No,FW3526,3626
Yes,FW3527,3627
Yes,FW3528,3628
Yes,FW3529,3629
No,FW3530,3630
Yes,FW3531,3631
Yes,FW3532,3632
No,FW3533,3633
Yes,FW3534,3634
No,FW3535,3635
No,FW3536,3636
Yes,FW3537,3637
No,FW3538,3638
Yes,FW3539,3639
No,FW3540,3640
Yes,FW3541,3641
No,FW3542,3642
Yes,FW3543,3643
No,FW3544,3644
No,FW3545,3645
Yes,FW3546,3646
Yes,FW3547,3647
Yes,FW3548,3648
No,FW3549,3649
No,FW3550,3650
No,FW3551,3651
No,FW3552,3652
No,FW3553,3653
No,FW3554,3654
Yes,FW3555,3655
No,FW3556,3656
No,FW3557,3657
No,FW3558,3658
Yes,FW3559,3659
No,FW3560,3660
No,FW3561,3661
No,FW3562,3662
Yes,FW3563,3663
No,FW3564,3664
No,FW3565,3665
No,FW3566,3666
No,FW3567,3667
Yes,FW3568,3668
No,FW3569,3669
No,FW3570,3670
No,FW3571,3671
Yes,FW3572,3672
No,FW3573,3673
Yes,FW3574,3674
No,FW3575,3675
Yes,FW3576,3676
No,FW3577,3677
Yes,FW3578,3678
No,FW3579,3679
No,FW3580,3680
No,FW3581,3681
Yes,FW3582,3682
No,FW3583,3683
Yes,FW3584,3684
No,FW3585,3685
Yes,FW3586,3686
No,FW3587,3687
No,FW3588,3688
Yes,FW3589,3689
Yes,FW3590,3690
No,FW3591,3691
Yes,FW3592,3692
No,FW3593,3693
No,FW3594,3694
No,FW3595,3695
Yes,FW3596,3696
No,FW3597,3697
No,FW3598,3698
Yes,FW3599,3699
Yes,FW3600,3700
No,FW3601,3701
Yes,FW3602,3702
Yes,FW3603,3703
No,FW3604,3704
Yes,FW3605,3705
No,FW3606,3706
No,FW3607,3707
No,FW3608,3708
Yes,FW3609,3709
Yes,FW3610,3710
No,FW3611,3711
No,FW3612,3712
Yes,FW3613,3713
No,FW3614,3714
No,FW3615,3715
No,FW3616,3716
Yes,FW3617,3717
No,FW3618,3718
Yes,FW3619,3719
No,FW3620,3720
No,FW3621,3721
Yes,FW3622,3722
Yes,FW3623,3723
Yes,FW3624,3724
No,FW3625,3725
No,FW3626,3726
Yes,FW3627,3727
Yes,FW3628,3728
No,FW3629,3729
No,FW3630,3730
No,FW3631,3731
No,FW3632,3732
No,FW3633,3733
Yes,FW3634,3734
No,FW3635,3735
Yes,FW3636,3736
No,FW3637,3737
Yes,FW3638,3738
Yes,FW3639,3739
Yes,FW3640,3740
No,FW3641,3741
No,FW3642,3742
Yes,FW3643,3743
No,FW3644,3744
No,FW3645,3745
No,FW3646,3746
No,FW3647,3747
No,FW3648,3748
Yes,FW3649,3749
Yes,FW3650,3750
Yes,FW3651,3751
No,FW3652,3752
No,FW3653,3753
No,FW3654,3754
Yes,FW3655,3755
Yes,FW3656,3756
No,FW3657,3757
Yes,FW3658,3758
No,FW3659,3759
No,FW3660,3760
Yes,FW3661,3761
Yes,FW3662,3762
Yes,FW3663,3763
No,FW3664,3764
No,FW3665,3765
No,FW3666,3766
No,FW3667,3767
No,FW3668,3768
No,FW3669,3769
No,FW3670,3770
No,FW3671,3771
Yes,FW3672,3772
Yes,FW3673,3773
No,FW3674,3774
No,FW3675,3775
No,FW3676,3776
No,FW3677,3777
Yes,FW3678,3778
No,FW3679,3779
Yes,FW3680,3780
No,FW3681,3781
Yes,FW3682,3782
No,FW3683,3783
No,FW3684,3784
Yes,FW3685,3785
No,FW3686,3786
No,FW3687,3787
Yes,FW3688,3788
Yes,FW3689,3789
Yes,FW3690,3790
No,FW3691,3791
No,FW3692,3792
No,FW3693,3793
No,FW3694,3794
Yes,FW3695,3795
No,FW3696,3796
Yes,FW3697,3797
Yes,FW3698,3798
No,FW3699,3799
No,FW3700,3800
No,FW3701,3801
No,FW3702,3802
Yes,FW3703,3803
Yes,FW3704,3804
No,FW3705,3805
No,FW3706,3806
Yes,FW3707,3807
Yes,FW3708,3808
No,FW3709,3809
No,FW3710,3810
No,FW3711,3811
Yes,FW3712,3812
No,FW3713,3813
No,FW3714,3814
Yes,FW3715,3815
No,FW3716,3816
Yes,FW3717,3817
Yes,FW3718,3818
Yes,FW3719,3819
No,FW3720,3820
No,FW3721,3821
No,FW3722,3822
No,FW3723,3823
Yes,FW3724,3824
Yes,FW3725,3825
Yes,FW3726,3826
Yes,FW3727,3827
Yes,FW3728,3828
No,FW3729,3829
Yes,FW3730,3830
No,FW3731,3831
Yes,FW3732,3832
Yes,FW3733,3833
No,FW3734,3834
Yes,FW3735,3835
Yes,FW3736,3836
No,FW3737,3837
No,FW3738,3838
No,FW3739,3839
Yes,FW3740,3840
Yes,FW3741,3841
Yes,FW3742,3842
Yes,FW3743,3843
Yes,FW3744,3844
No,FW3745,3845
No,FW3746,3846
Yes,FW3747,3847
No,FW3748,3848
Yes,FW3749,3849
Yes,FW3750,3850
No,FW3751,3851
No,FW3752,3852
Yes,FW3753,3853
Yes,FW3754,3854
No,FW3755,3855
No,FW3756,3856
Yes,FW3757,3857
No,FW3758,3858
Yes,FW3759,3859
No,FW3760,3860
Yes,FW3761,3861
Yes,FW3762,3862
No,FW3763,3863
No,FW3764,3864
Yes,FW3765,3865
Yes,FW3766,3866
Yes,FW3767,3867
Yes,FW3768,3868
Yes,FW3769,3869
No,FW3770,3870
No,FW3771,3871
Yes,FW3772,3872
No,FW3773,3873
No,FW3774,3874
Yes,FW3775,3875
Yes,FW3776,3876
No,FW3777,3877
Yes,FW3778,3878
Yes,FW3779,3879
Yes,FW3780,3880
No,FW3781,3881
Yes,FW3782,3882
Yes,FW3783,3883
No,FW3784,3884
No,FW3785,3885
Yes,FW3786,3886
No,FW3787,3887
Yes,FW3788,3888
Yes,FW3789,3889
Yes,FW3790,3890
No,FW3791,3891
No,FW3792,3892
Yes,FW3793,3893
Yes,FW3794,3894
Yes,FW3795,3895
Yes,FW3796,3896
Yes,FW3797,3897
No,FW3798,3898
No,FW3799,3899
No,FW3800,3900
Yes,FW3801,3901
Yes,FW3802,3902
No,FW3803,3903
No,FW3804,3904
No,FW3805,3905
Yes,FW3806,3906
No,FW3807,3907
Yes,FW3808,3908
No,FW3809,3909
No,FW3810,3910
No,FW3811,3911
No,FW3812,3912
Yes,FW3813,3913
No,FW3814,3914
Yes,FW3815,3915
No,FW3816,3916
Yes,FW3817,3917
No,FW3818,3918
No,FW3819,3919
Yes,FW3820,3920
No,FW3821,3921
Yes,FW3822,3922
Yes,FW3823,3923
No,FW3824,3924
No,FW3825,3925
Yes,FW3826,3926
No,FW3827,3927
No,FW3828,3928
Yes,FW3829,3929
No,FW3830,3930
No,FW3831,3931
Yes,FW3832,3932
Yes,FW3833,3933
Yes,FW3834,3934
No,FW3835,3935
No,FW3836,3936
Yes,FW3837,3937
No,FW3838,3938
No,FW3839,3939
Yes,FW3840,3940
Yes,FW3841,3941
No,FW3842,3942
No,FW3843,3943
Yes,FW3844,3944
No,FW3845,3945
No,FW3846,3946
Yes,FW3847,3947
No,FW3848,3948
Yes,FW3849,3949
Yes,FW3850,3950
Yes,FW3851,3951
No,FW3852,3952
Yes,FW3853,3953
No,FW3854,3954
Yes,FW3855,3955
Yes,FW3856,3956
Yes,FW3857,3957
No,FW3858,3958
Yes,FW3859,3959
No,FW3860,3960
No,FW3861,3961
No,FW3862,3962
No,FW3863,3963
Yes,FW3864,3964
Yes,FW3865,3965
No,FW3866,3966
Yes,FW3867,3967
No,FW3868,3968
No,FW3869,3969
No,FW3870,3970
Yes,FW3871,3971
Yes,FW3872,3972
Yes,FW3873,3973
Yes,FW3874,3974
Yes,FW3875,3975
Yes,FW3876,3976
No,FW3877,3977
Yes,FW3878,3978
No,FW3879,3979
Yes,FW3880,3980
No,FW3881,3981
No,FW3882,3982
No,FW3883,3983
Yes,FW3884,3984
Yes,FW3885,3985
No,FW3886,3986
No,FW3887,3987
No,FW3888,3988
Yes,FW3889,3989
Yes,FW3890,3990
Yes,FW3891,3991
No,FW3892,3992
No,FW3893,3993
No,FW3894,3994
Yes,FW3895,3995
Yes,FW3896,3996
Yes,FW3897,3997
Yes,FW3898,3998
No,FW3899,3999
No,FW3900,4000
Yes,FW3901,4001
No,FW3902,4002
No,FW3903,4003
Yes,FW3904,4004
Yes,FW3905,4005
Yes,FW3906,4006
No,FW3907,4007
No,FW3908,4008
Yes,FW3909,4009
Yes,FW3910,4010
Yes,FW3911,4011
Yes,FW3912,4012
No,FW3913,4013
No,FW3914,4014
No,FW3915,4015
No,FW3916,4016
Yes,FW3917,4017
No,FW3918,4018
Yes,FW3919,4019
Yes,FW3920,4020
No,FW3921,4021
Yes,FW3922,4022
Yes,FW3923,4023
Yes,FW3924,4024
No,FW3925,4025
Yes,FW3926,4026
No,FW3927,4027
Yes,FW3928,4028
No,FW3929,4029
No,FW3930,4030
No,FW3931,4031
No,FW3932,4032
Yes,FW3933,4033
No,FW3934,4034
No,FW3935,4035
No,FW3936,4036
Yes,FW3937,4037
No,FW3938,4038
No,FW3939,4039
Yes,FW3940,4040
Yes,FW3941,4041
Yes,FW3942,4042
Yes,FW3943,4043
Yes,FW3944,4044
Yes,FW3945,4045
Yes,FW3946,4046
No,FW3947,4047
No,FW3948,4048
No,FW3949,4049
Yes,FW3950,4050
Yes,FW3951,4051
No,FW3952,4052
Yes,FW3953,4053
No,FW3954,4054
No,FW3955,4055
No,FW3956,4056
No,FW3957,4057
Yes,FW3958,4058
Yes,FW3959,4059
No,FW3960,4060
Yes,FW3961,4061
No,FW3962,4062
Yes,FW3963,4063
No,FW3964,4064
Yes,FW3965,4065
Yes,FW3966,4066
Yes,FW3967,4067
No,FW3968,4068
Yes,FW3969,4069
No,FW3970,4070
No,FW3971,4071
No,FW3972,4072
Yes,FW3973,4073
Yes,FW3974,4074
Yes,FW3975,4075
No,FW3976,4076
Yes,FW3977,4077
Yes,FW3978,4078
Yes,FW3979,4079
Yes,FW3980,4080
No,FW3981,4081
No,FW3982,4082
No,FW3983,4083
No,FW3984,4084
Yes,FW3985,4085
Yes,FW3986,4086
Yes,FW3987,4087
Yes,FW3988,4088
Yes,FW3989,4089
No,FW3990,4090
Yes,FW3991,4091
Yes,FW3992,4092
Yes,FW3993,4093
Yes,FW3994,4094
No,FW3995,4095
Yes,FW3996,4096
Yes,FW3997,4097
No,FW3998,4098
Yes,FW3999,4099
Yes,FW4000,4100
No,FW4001,4101
No,FW4002,4102
No,FW4003,4103
Yes,FW4004,4104
Yes,FW4005,4105
Yes,FW4006,4106
Yes,FW4007,4107
No,FW4008,4108
Yes,FW4009,4109
Yes,FW4010,4110
No,FW4011,4111
Yes,FW4012,4112
Yes,FW4013,4113
No,FW4014,4114
No,FW4015,4115
No,FW4016,4116
No,FW4017,4117
No,FW4018,4118
No,FW4019,4119
No,FW4020,4120
Yes,FW4021,4121
No,FW4022,4122
No,FW4023,4123
No,FW4024,4124
Yes,FW4025,4125
No,FW4026,4126
Yes,FW4027,4127
No,FW4028,4128
Yes,FW4029,4129
Yes,FW4030,4130
No,FW4031,4131
Yes,FW4032,4132
Yes,FW4033,4133
No,FW4034,4134
No,FW4035,4135
No,FW4036,4136
No,FW4037,4137
No,FW4038,4138
No,FW4039,4139
Yes,FW4040,4140
No,FW4041,4141
No,FW4042,4142
No,FW4043,4143
Yes,FW4044,4144
No,FW4045,4145
No,FW4046,4146
No,FW4047,4147
No,FW4048,4148
Yes,FW4049,4149
Yes,FW4050,4150
No,FW4051,4151
No,FW4052,4152
No,FW4053,4153
Yes,FW4054,4154
Yes,FW4055,4155
No,FW4056,4156
No,FW4057,4157
No,FW4058,4158
Yes,FW4059,4159
No,FW4060,4160
No,FW4061,4161
Yes,FW4062,4162
No,FW4063,4163
Yes,FW4064,4164
Yes,FW4065,4165
No,FW4066,4166
Yes,FW4067,4167
Yes,FW4068,4168
Yes,FW4069,4169
No,FW4070,4170
No,FW4071,4171
Yes,FW4072,4172
Yes,FW4073,4173
Yes,FW4074,4174
No,FW4075,4175
Yes,FW4076,4176
Yes,FW4077,4177
Yes,FW4078,4178
Yes,FW4079,4179
Yes,FW4080,4180
Yes,FW4081,4181
No,FW4082,4182
Yes,FW4083,4183
Yes,FW4084,4184
No,FW4085,4185
Yes,FW4086,4186
No,FW4087,4187
No,FW4088,4188
No,FW4089,4189
Yes,FW4090,4190
No,FW4091,4191
No,FW4092,4192
No,FW4093,4193
Yes,FW4094,4194
Yes,FW4095,4195
Yes,FW4096,4196
Yes,FW4097,4197
Yes,FW4098,4198
No,FW4099,4199
No,FW4100,4200
No,FW4101,4201
Yes,FW4102,4202
No,FW4103,4203
No,FW4104,4204
Yes,FW4105,4205
No,FW4106,4206
No,FW4107,4207
Yes,FW4108,4208
Yes,FW4109,4209
Yes,FW4110,4210
Yes,FW4111,4211
Yes,FW4112,4212
No,FW4113,4213
Yes,FW4114,4214
Yes,FW4115,4215
Yes,FW4116,4216
Yes,FW4117,4217
Yes,FW4118,4218
No,FW4119,4219
Yes,FW4120,4220
No,FW4121,4221
No,FW4122,4222
Yes,FW4123,4223
No,FW4124,4224
No,FW4125,4225
Yes,FW4126,4226
Yes,FW4127,4227
No,FW4128,4228
No,FW4129,4229
No,FW4130,4230
Yes,FW4131,4231
No,FW4132,4232
Yes,FW4133,4233
Yes,FW4134,4234
Yes,FW4135,4235
No,FW4136,4236
Yes,FW4137,4237
Yes,FW4138,4238
Yes,FW4139,4239
Yes,FW4140,4240
No,FW4141,4241
Yes,FW4142,4242
No,FW4143,4243
No,FW4144,4244
No,FW4145,4245
No,FW4146,4246
No,FW4147,4247
Yes,FW4148,4248
No,FW4149,4249
Yes,FW4150,4250
Yes,FW4151,4251
Yes,FW4152,4252
Yes,FW4153,4253
Yes,FW4154,4254
No,FW4155,4255
Yes,FW4156,4256
No,FW4157,4257
Yes,FW4158,4258
Yes,FW4159,4259
No,FW4160,4260
Yes,FW4161,4261
No,FW4162,4262
No,FW4163,4263
No,FW4164,4264
No,FW4165,4265
No,FW4166,4266
Yes,FW4167,4267
No,FW4168,4268
No,FW4169,4269
No,FW4170,4270
No,FW4171,4271
No,FW4172,4272
No,FW4173,4273
No,FW4174,4274
Yes,FW4175,4275
Yes,FW4176,4276
Yes,FW4177,4277
No,FW4178,4278
Yes,FW4179,4279
No,FW4180,4280
No,FW4181,4281
Yes,FW4182,4282
No,FW4183,4283
Yes,FW4184,4284
No,FW4185,4285
Yes,FW4186,4286
No,FW4187,4287
No,FW4188,4288
Yes,FW4189,4289
No,FW4190,4290
No,FW4191,4291
Yes,FW4192,4292
Yes,FW4193,4293
Yes,FW4194,4294
Yes,FW4195,4295
No,FW4196,4296
Yes,FW4197,4297
Yes,FW4198,4298
Yes,FW4199,4299
No,FW4200,4300
No,FW4201,4301
No,FW4202,4302
No,FW4203,4303
Yes,FW4204,4304
No,FW4205,4305
Yes,FW4206,4306
Yes,FW4207,4307
Yes,FW4208,4308
No,FW4209,4309
Yes,FW4210,4310
Yes,FW4211,4311
No,FW4212,4312
Yes,FW4213,4313
No,FW4214,4314
No,FW4215,4315
No,FW4216,4316
No,FW4217,4317
No,FW4218,4318
No,FW4219,4319
No,FW4220,4320
Yes,FW4221,4321
No,FW4222,4322
Yes,FW4223,4323
No,FW4224,4324
No,FW4225,4325
No,FW4226,4326
Yes,FW4227,4327
No,FW4228,4328
No,FW4229,4329
Yes,FW4230,4330
No,FW4231,4331
No,FW4232,4332
No,FW4233,4333
Yes,FW4234,4334
No,FW4235,4335
Yes,FW4236,4336
No,FW4237,4337
Yes,FW4238,4338
Yes,FW4239,4339
Yes,FW4240,4340
No,FW4241,4341
No,FW4242,4342
No,FW4243,4343
No,FW4244,4344
Yes,FW4245,4345
No,FW4246,4346
Yes,FW4247,4347
Yes,FW4248,4348
Yes,FW4249,4349
No,FW4250,4350
Yes,FW4251,4351
No,FW4252,4352
Yes,FW4253,4353
No,FW4254,4354
No,FW4255,4355
No,FW4256,4356
No,FW4257,4357
Yes,FW4258,4358
No,FW4259,4359
No,FW4260,4360
Yes,FW4261,4361
Yes,FW4262,4362
Yes,FW4263,4363
No,FW4264,4364
No,FW4265,4365
No,FW4266,4366
Yes,FW4267,4367
Yes,FW4268,4368
No,FW4269,4369
No,FW4270,4370
No,FW4271,4371
No,FW4272,4372
No,FW4273,4373
Yes,FW4274,4374
No,FW4275,4375
Yes,FW4276,4376
No,FW4277,4377
No,FW4278,4378
Yes,FW4279,4379
No,FW4280,4380
Yes,FW4281,4381
Yes,FW4282,4382
No,FW4283,4383
Yes,FW4284,4384
Yes,FW4285,4385
Yes,FW4286,4386
No,FW4287,4387
No,FW4288,4388
No,FW4289,4389
No,FW4290,4390
Yes,FW4291,4391
No,FW4292,4392
Yes,FW4293,4393
No,FW4294,4394
No,FW4295,4395
No,FW4296,4396
Yes,FW4297,4397
No,FW4298,4398
No,FW4299,4399
No,FW4300,4400
No,FW4301,4401
Yes,FW4302,4402
No,FW4303,4403
Yes,FW4304,4404
Yes,FW4305,4405
No,FW4306,4406
No,FW4307,4407
Yes,FW4308,4408
No,FW4309,4409
No,FW4310,4410
No,FW4311,4411
Yes,FW4312,4412
No,FW4313,4413
Yes,FW4314,4414
Yes,FW4315,4415
Yes,FW4316,4416
Yes,FW4317,4417
No,FW4318,4418
No,FW4319,4419
No,FW4320,4420
No,FW4321,4421
No,FW4322,4422
No,FW4323,4423
No,FW4324,4424
Yes,FW4325,4425
No,FW4326,4426
Yes,FW4327,4427
No,FW4328,4428
No,FW4329,4429
No,FW4330,4430
Yes,FW4331,4431
Yes,FW4332,4432
No,FW4333,4433
Yes,FW4334,4434
No,FW4335,4435
No,FW4336,4436
No,FW4337,4437
No,FW4338,4438
Yes,FW4339,4439
No,FW4340,4440
Yes,FW4341,4441
Yes,FW4342,4442
Yes,FW4343,4443
Yes,FW4344,4444
Yes,FW4345,4445
No,FW4346,4446
Yes,FW4347,4447
No,FW4348,4448
Yes,FW4349,4449
Yes,FW4350,4450
No,FW4351,4451
Yes,FW4352,4452
Yes,FW4353,4453
Yes,FW4354,4454
Yes,FW4355,4455
No,FW4356,4456
No,FW4357,4457
No,FW4358,4458
No,FW4359,4459
Yes,FW4360,4460
No,FW4361,4461
Yes,FW4362,4462
Yes,FW4363,4463
No,FW4364,4464
No,FW4365,4465
Yes,FW4366,4466
No,FW4367,4467
Yes,FW4368,4468
