loan_id,loan_amount,month,year,day
4494,74659,February,2003,12
4495,60509,February,2002,12
4496,65499,February,2001,12
4497,73989,January,2000,9
4498,61613,January,2015,10
4499,54134,January,2014,10
4500,82964,January,2013,12
4501,56522,January,2012,12
4502,74423,January,2011,12
4503,51056,January,2010,12
4504,65979,January,2009,12
4505,95393,January,2008,12
4506,72437,January,2007,13
4507,51800,January,2006,13
4508,51789,January,2005,13
4509,96391,January,2004,13
4510,90294,January,2003,14
4511,53131,January,2002,15
4512,75121,January,2001,15
4513,57595,January,2000,16
4514,58269,January,2015,16
4515,63354,January,2014,17
4516,99256,January,2013,17
4517,76663,January,2012,18
4518,90795,January,2011,18
4519,56847,January,2010,19
4520,89115,January,2009,21
4521,88368,January,2008,21
4522,55853,January,2007,21
4523,58705,January,2006,22
4524,80482,January,2005,22
4525,81291,January,2004,22
4526,84419,January,2003,22
4527,93541,January,2002,22
4528,78503,January,2001,23
4529,63582,January,2000,23
4530,91590,January,2015,25
4531,98246,January,2014,25
4532,99056,January,2013,25
4533,94933,January,2012,26
4534,80171,January,2011,26
4535,80757,January,2010,26
4536,52695,January,2009,26
4537,91417,January,2008,27
4538,90930,January,2007,27
4539,70467,January,2006,28
4540,61785,January,2005,28
4541,99579,January,2004,28
4542,77264,January,2003,28
4543,69136,January,2002,28
4544,50390,January,2001,29
4545,82132,January,2000,29
4546,81395,January,2015,29
4547,95856,January,2014,30
4548,81262,January,2013,31
4549,85829,February,2012,1
4550,95239,February,2011,1
4551,84139,February,2010,1
4552,94389,February,2009,1
4553,97685,February,2008,1
4554,83277,February,2007,1
4555,52632,February,2006,1
4556,89450,February,2005,2
4557,73636,February,2004,2
4558,87475,February,2003,3
4559,72750,February,2002,3
4560,94790,February,2001,3
4561,84899,February,2000,3
4562,82576,February,2015,3
4563,82468,February,2014,3
4564,94149,February,2013,3
4565,89941,February,2012,4
4566,69078,February,2011,4
4567,73667,February,2010,4
4568,98090,February,2009,4
4569,86696,February,2008,4
4570,98220,February,2007,4
4571,77651,February,2006,5
4572,87982,February,2005,5
4573,74576,February,2004,5
4574,54506,February,2003,5
4575,61958,February,2002,5
4576,70855,February,2001,5
4577,88191,February,2000,5
4578,74422,February,2015,5
4579,67377,February,2014,6
4580,64273,February,2013,6
4581,99430,February,2012,6
4582,75832,February,2011,6
4583,92975,February,2010,6
4584,69236,February,2009,6
4585,74521,February,2008,6
4586,54167,February,2007,6
4587,59781,February,2006,6
4588,76724,February,2005,6
4589,59436,February,2004,6
4590,96547,February,2003,6
4591,88285,February,2002,6
4592,66693,February,2001,6
4593,70230,February,2000,6
4594,83906,February,2015,6
4595,74060,February,2014,6
4596,88428,February,2013,6
4597,97748,February,2012,6
4598,96547,February,2011,6
4599,57867,February,2010,6
4600,67735,February,2009,6
4601,56656,February,2008,6
4602,50561,February,2007,6
4603,52266,February,2006,6
4604,79917,February,2005,6
4605,51403,February,2004,6
4606,83176,February,2003,6
4607,68547,February,2002,6
4608,70492,February,2001,6
4609,75754,February,2000,6
4610,55287,February,2015,6
4611,56740,February,2014,6
4612,97484,February,2013,7
4613,54550,February,2012,8
4614,83186,February,2011,8
4615,69056,February,2010,8
4616,51409,February,2009,8
4617,84700,February,2008,8
4618,57391,February,2007,8
4619,74853,February,2006,8
4620,55289,February,2005,8
4621,67766,February,2004,8
4622,69121,February,2003,8
4623,59710,February,2002,8
4624,95459,February,2001,8
4625,76551,February,2000,8
4626,97128,February,2015,9
4627,64456,February,2014,9
4628,70413,February,2013,9
4629,58838,February,2012,9
4630,63432,February,2011,9
4631,82640,February,2010,9
4632,51181,February,2009,9
4633,72810,February,2008,9
4634,92059,February,2007,9
4635,77572,February,2006,9
4636,92434,February,2005,9
4637,56660,February,2004,9
4638,59097,February,2003,9
4639,63594,February,2002,9
4640,97242,February,2001,9
4641,76488,February,2000,9
4642,96750,February,2015,9
4643,52008,February,2014,9
4644,54376,February,2013,9
4645,92070,February,2012,9
4646,60645,February,2011,10
4647,96961,February,2010,10
4648,91005,February,2009,10
4649,97493,February,2008,10
4650,98405,February,2007,10
4651,69303,February,2006,10
4652,73758,February,2005,11
4653,72134,February,2004,11
4654,99811,February,2003,11
4655,51755,February,2002,11
4656,93608,February,2001,11
4657,82064,February,2000,11
4658,90812,February,2015,11
4659,59532,February,2014,11
4660,81650,February,2013,11
4661,97252,February,2012,11
4662,87163,February,2011,11
4663,73445,February,2010,11
4664,51732,February,2009,11
4665,94121,February,2008,11
4666,78580,February,2007,11
4667,55100,February,2006,11
4668,97656,February,2005,11
4669,54584,February,2004,11
4670,86623,February,2003,11
4671,66123,February,2002,11
4672,61969,February,2001,12
4673,63050,February,2000,12
4674,60331,February,2015,12
4675,86526,February,2014,12
4676,62118,February,2013,12
4677,60315,February,2012,12
4678,64244,February,2011,12
4679,90975,February,2010,12
4680,88154,February,2009,12
4681,70211,February,2008,12
4682,69098,February,2007,12
4683,81672,February,2006,12
4684,74893,February,2005,12
4685,83332,February,2004,12
4686,58752,February,2003,12
4687,65740,February,2002,12
4688,58621,February,2001,12
4689,84349,February,2000,12
4690,66333,February,2013,12
4691,73707,February,2015,12
4692,56029,February,2014,12
4693,70181,February,2013,12
4694,91399,February,2012,12
4695,53294,February,2011,12
4696,53237,February,2010,12
4697,50526,February,2009,12
4698,60096,February,2008,12
4699,92600,February,2007,12
4700,77908,February,2006,12
4701,92619,February,2005,12
4702,64986,February,2004,12
4703,59571,February,2003,12
4704,67541,February,2002,12
4705,91994,February,2001,12
4706,62479,February,2000,12
4707,50238,February,2015,12
4708,53286,February,2014,12
4709,82814,February,2013,12
4710,89027,February,2012,12
4711,52325,February,2011,12
4712,85444,February,2010,12
4713,79754,February,2009,12
4714,55748,February,2008,12
4715,69890,February,2007,12
4716,53257,February,2006,12
4717,99078,February,2005,12
4718,68700,February,2004,12
4719,95045,February,2003,12
4720,59232,February,2002,12
4721,65615,February,2001,12
4722,90023,February,2000,12
4723,93022,February,2015,12
4724,65683,February,2014,12
4725,64885,February,2013,12
4726,80753,February,2012,12
4727,50370,February,2011,12
4728,69787,February,2010,12
4729,81417,February,2009,12
4730,99994,February,2008,12
4731,78449,February,2007,12
4732,86865,February,2006,12
4733,77891,February,2005,12
4734,59808,February,2004,12
4735,60969,February,2003,12
4736,63403,February,2002,12
4737,53647,February,2001,12
4738,97018,February,2000,12
4739,55992,February,2015,12
4740,50081,February,2014,12
4741,82539,February,2013,12
4742,58162,February,2012,12
4743,65043,February,2011,12
4744,92190,February,2010,12
4745,56525,February,2009,12
4746,86831,February,2008,12
4747,59441,February,2007,12
4748,81206,February,2006,12
4749,93137,February,2005,12
4750,60417,February,2004,12
4751,81900,February,2003,12
4752,63671,February,2002,12
4753,53261,February,2001,12
4754,75811,February,2000,12
4755,52636,February,2013,12
4756,94134,February,2015,12
4757,75911,February,2014,12
4758,76363,February,2013,12
4759,50611,February,2012,12
4760,86208,February,2011,12
4761,94042,February,2010,12
4762,71879,February,2009,12
4763,72908,February,2008,12
4764,81996,January,2007,9
4765,68203,January,2006,10
4766,65125,January,2005,10
4767,96623,January,2004,12
4768,88099,January,2003,12
4769,58705,January,2002,12
4770,96187,January,2001,12
4771,69620,January,2000,12
4772,54714,January,2015,12
4773,54901,January,2014,13
4774,66697,January,2013,13
4775,85633,January,2012,13
4776,57567,January,2011,13
4777,93743,January,2010,14
4778,62527,January,2009,15
4779,68100,January,2008,15
4780,55011,January,2007,16
4781,93628,January,2006,16
4782,92550,January,2005,17
4783,88375,January,2004,17
4784,65127,January,2003,18
4785,91918,January,2002,18
4786,93731,January,2001,19
4787,88020,January,2000,21
4788,68775,January,2015,21
4789,57316,January,2014,21
4790,54762,January,2013,22
4791,84313,January,2012,22
4792,79511,January,2011,22
4793,64512,January,2010,22
4794,99120,January,2009,22
4795,59920,January,2008,23
4796,74527,January,2007,23
4797,82387,January,2006,25
4798,66433,January,2005,25
4799,76072,January,2004,25
4800,63435,January,2003,26
4801,72670,January,2002,26
4802,87496,January,2001,26
4803,65131,January,2000,26
4804,75575,January,2015,27
4805,62991,January,2014,27
4806,75686,January,2013,28
4807,52236,January,2012,28
4808,58510,January,2011,28
4809,79517,January,2010,28
4810,73415,January,2009,28
4811,70433,January,2008,29
4812,66449,January,2007,29
4813,70786,January,2006,29
4814,64494,January,2005,30
4815,98943,January,2004,31
4816,92242,February,2003,1
4817,63438,February,2002,1
4818,71310,February,2001,1
4819,99804,February,2000,1
4820,71010,February,2015,1
4821,99414,February,2014,1
4822,51669,February,2013,1
4823,55603,February,2012,2
4824,75662,February,2011,2
4825,73681,February,2010,3
4826,55501,February,2009,3
4827,78436,February,2008,3
4828,76835,February,2007,3
4829,60690,February,2006,3
4830,80699,February,2005,3
4831,98453,February,2004,3
4832,68209,February,2003,4
4833,62440,February,2002,4
4834,83287,February,2001,4
4835,56048,February,2000,4
4836,81426,February,2015,4
4837,89474,February,2014,4
4838,98852,February,2013,5
4839,65593,February,2012,5
4840,59742,February,2011,5
4841,76137,February,2010,5
4842,88664,February,2009,5
4843,74859,February,2008,5
4844,77479,February,2007,5
4845,90510,February,2006,5
4846,83070,February,2005,6
4847,85396,February,2004,6
4848,92645,February,2003,6
4849,86438,February,2002,6
4850,70581,February,2001,6
4851,88731,February,2000,6
4852,72136,February,2013,6
4853,78593,February,2015,6
4854,99636,February,2014,6
4855,52133,February,2013,6
4856,74318,February,2012,6
4857,77061,February,2011,6
4858,60485,February,2010,6
4859,77705,February,2009,6
4860,97670,February,2008,6
4861,53935,February,2007,6
4862,73675,February,2006,6
4863,56455,February,2005,6
4864,71845,February,2004,6
4865,68633,February,2003,6
4866,77686,February,2002,6
4867,98522,February,2001,6
4868,54235,February,2000,6
4869,76572,February,2015,6
4870,75996,February,2014,6
4871,83818,February,2013,6
4872,51942,February,2012,6
4873,98420,February,2011,6
4874,68515,February,2010,6
4875,84006,February,2009,6
4876,59660,February,2008,6
4877,84825,February,2007,6
4878,69493,February,2006,6
4879,87366,February,2005,7
4880,92063,February,2004,8
4881,52060,February,2003,8
4882,97889,February,2002,8
4883,68067,February,2001,8
4884,64407,February,2000,8
4885,71793,February,2015,8
4886,99496,February,2014,8
4887,95923,February,2013,8
4888,52039,February,2012,8
4889,88857,February,2011,8
4890,84427,February,2010,8
4891,93160,February,2009,8
4892,71419,February,2008,8
4893,57874,February,2007,9
4894,67008,February,2006,9
4895,52302,February,2005,9
4896,82141,February,2004,9
4897,87345,February,2003,9
4898,87677,February,2002,9
4899,85357,February,2001,9
4900,71187,February,2000,9
4901,71719,February,2015,9
4902,97412,February,2014,9
4903,90582,February,2013,9
4904,78201,February,2012,9
4905,69198,February,2011,9
4906,91922,February,2010,9
4907,78352,February,2009,9
4908,85226,February,2008,9
4909,89543,February,2007,9
4910,64445,February,2006,9
4911,86588,February,2005,9
4912,94300,February,2004,9
4913,77777,February,2003,10
4914,57628,February,2002,10
4915,94876,February,2001,10
4916,66501,February,2000,10
4917,55116,February,2015,10
4918,64217,February,2014,10
4919,87472,February,2013,11
4920,82973,February,2012,11
4921,71084,February,2011,11
4922,93961,February,2010,11
4923,78814,February,2009,11
4924,96220,February,2008,11
4925,69795,February,2007,11
4926,70921,February,2006,11
4927,72334,February,2005,11
4928,70390,February,2004,11
4929,94900,February,2003,11
4930,76517,February,2002,11
4931,63760,February,2001,11
4932,54664,February,2000,11
4933,64811,February,2015,11
4934,60430,February,2014,11
4935,97523,February,2013,11
4936,66829,February,2012,11
4937,84162,February,2011,11
4938,99597,February,2010,11
4939,65953,February,2009,12
4940,76595,February,2008,12
4941,58607,February,2007,12
4942,97396,February,2006,12
4943,99886,February,2005,12
4944,60908,February,2004,12
4945,78598,February,2003,12
4946,60847,February,2002,12
4947,81562,February,2001,12
4948,53981,February,2000,12
4949,74876,February,2013,12
4950,64093,February,2015,12
4951,53044,February,2014,12
4952,64523,February,2013,12
4953,61713,February,2012,12
4954,69787,February,2011,12
4955,86586,February,2010,12
4956,95402,February,2009,12
4957,74807,February,2008,12
4958,55096,February,2007,12
4959,63555,February,2006,12
4960,88783,February,2005,12
4961,53333,February,2004,12
4962,53439,February,2003,12
4963,71853,February,2002,12
4964,59325,February,2001,12
4965,87244,February,2000,12
4966,79634,February,2015,12
4967,59862,February,2014,12
4968,84496,February,2013,12
4969,98543,February,2012,12
4970,67099,February,2011,12
4971,84872,February,2010,12
4972,64280,February,2009,12
4973,50410,February,2008,12
4974,51599,February,2007,12
4975,63046,February,2006,12
4976,82375,February,2005,12
4977,63634,February,2004,12
4978,67352,February,2003,12
4979,73520,February,2002,12
4980,70428,February,2001,12
4981,69909,February,2000,12
4982,98611,February,2015,12
4983,93280,February,2014,12
4984,99825,February,2013,12
4985,79267,February,2012,12
4986,79674,February,2011,12
4987,59929,February,2010,12
4988,72799,February,2009,12
4989,72131,February,2008,12
4990,51987,February,2007,12
4991,79939,February,2006,12
4992,88523,February,2005,12
4993,84710,February,2004,12
4994,83327,February,2003,12
4995,70832,February,2002,12
4996,86639,February,2001,12
4997,66910,February,2000,12
4998,58375,February,2013,12
4999,56887,February,2015,12
5000,52474,February,2014,12
5001,63151,February,2013,12
5002,76212,February,2012,12
5003,62264,February,2011,12
5004,57574,February,2010,12
5005,70609,February,2009,12
5006,82027,February,2008,12
5007,99428,February,2007,12
5008,90558,February,2006,12
5009,58562,February,2005,12
5010,51766,February,2004,12
5011,90255,February,2003,12
5012,99573,February,2002,12
5013,67920,February,2001,12
5014,85507,February,2000,12
5015,84931,February,2015,12
5016,76223,February,2014,12
5017,76055,February,2013,12
5018,72498,February,2012,12
5019,78943,February,2011,12
5020,71369,February,2010,12
5021,74030,February,2009,12
5022,77983,February,2008,12
5023,85111,February,2007,12
5024,58718,February,2006,12
5025,75681,February,2005,12
5026,80952,February,2004,12
5027,65865,February,2003,12
5028,74533,February,2002,12
5029,99634,February,2001,12
5030,70542,February,2000,12
5031,95125,January,2015,9
5032,73345,January,2014,10
5033,80294,January,2013,10
5034,89962,January,2012,12
5035,67029,January,2011,12
5036,99375,January,2010,12
5037,94769,January,2009,12
5038,85872,January,2008,12
5039,66378,January,2007,12
5040,56182,January,2006,13
5041,87306,January,2005,13
5042,83448,January,2004,13
5043,87331,January,2003,13
5044,72237,January,2002,14
5045,84457,January,2001,15
5046,68355,January,2000,15
5047,71096,January,2015,16
5048,79329,January,2014,16
5049,95985,January,2013,17
5050,71930,January,2012,17
5051,94030,January,2011,18
5052,93562,January,2010,18
5053,83071,January,2009,19
5054,76659,January,2008,21
5055,52482,January,2007,21
5056,63598,January,2006,21
5057,62952,January,2005,22
5058,81120,January,2004,22
5059,53031,January,2003,22
5060,72251,January,2002,22
5061,54662,January,2001,22
5062,57685,January,2000,23
5063,68986,January,2015,23
5064,99894,January,2014,25
5065,92502,January,2013,25
5066,77287,January,2012,25
5067,76140,January,2011,26
5068,70883,January,2010,26
5069,72059,January,2009,26
5070,89057,January,2008,26
5071,79170,January,2007,27
5072,79535,January,2006,27
5073,86916,January,2005,28
5074,90900,January,2004,28
5075,91221,January,2003,28
5076,65655,January,2002,28
5077,92723,January,2001,28
5078,78465,January,2000,29
5079,91771,January,2015,29
5080,63476,January,2014,29
5081,85651,January,2013,30
5082,88890,January,2012,31
5083,54783,February,2011,1
5084,84028,February,2010,1
5085,85603,February,2009,1
5086,91435,February,2008,1
5087,72162,February,2007,1
5088,87246,February,2006,1
5089,76197,February,2005,1
5090,72239,February,2004,2
5091,60877,February,2003,2
5092,50949,February,2002,3
5093,74057,February,2001,3
5094,89799,February,2000,3
5095,66396,February,2015,3
5096,80576,February,2014,3
5097,89191,February,2013,3
5098,65996,February,2012,3
5099,75238,February,2011,4
5100,97986,February,2010,4
5101,57801,February,2009,4
5102,84823,February,2008,4
5103,89138,February,2007,4
5104,96372,February,2006,4
5105,93873,February,2005,5
5106,92743,February,2004,5
5107,63141,February,2003,5
5108,94176,February,2002,5
5109,74628,February,2001,5
5110,96699,February,2000,5
5111,89346,February,2015,5
5112,56918,February,2014,5
5113,88255,February,2013,6
5114,55836,February,2012,6
5115,98448,February,2011,6
5116,65234,February,2010,6
5117,67215,February,2009,6
5118,76503,February,2008,6
5119,76459,February,2007,6
5120,95289,February,2006,6
5121,64850,February,2005,6
5122,79517,February,2004,6
5123,96323,February,2003,6
5124,61648,February,2002,6
5125,87502,February,2001,6
5126,93935,February,2000,6
5127,55628,February,2015,6
5128,86165,February,2014,6
5129,59367,February,2013,6
5130,77338,February,2012,6
5131,93684,February,2011,6
5132,62406,February,2010,6
5133,64345,February,2009,6
5134,50605,February,2008,6
5135,53213,February,2007,6
5136,90003,February,2006,6
5137,55295,February,2005,6
5138,84574,February,2004,6
5139,79916,February,2003,6
5140,96657,February,2002,6
5141,96181,February,2001,6
5142,98319,February,2000,6
5143,95529,February,2015,6
5144,90064,February,2014,6
5145,71406,February,2013,6
5146,99714,February,2012,7
5147,54483,February,2011,8
5148,95618,February,2010,8
5149,53876,February,2009,8
5150,57553,February,2008,8
5151,96576,February,2007,8
5152,66591,February,2006,8
5153,89667,February,2005,8
5154,84003,February,2004,8
5155,69137,February,2003,8
5156,83442,February,2002,8
5157,88487,February,2001,8
5158,61001,February,2000,8
5159,84522,February,2015,8
5160,61017,February,2014,9
5161,54556,February,2013,9
5162,91016,February,2012,9
5163,94491,February,2011,9
5164,86202,February,2010,9
5165,50628,February,2009,9
5166,62187,February,2008,9
5167,64228,February,2007,9
5168,77306,February,2006,9
5169,98312,February,2005,9
5170,55360,February,2004,9
5171,64980,February,2003,9
5172,71884,February,2002,9
5173,83609,February,2001,9
5174,71422,February,2000,9
5175,90137,February,2015,9
5176,89748,February,2014,9
5177,93340,February,2013,9
5178,74414,February,2012,9
5179,87572,February,2011,9
5180,99769,February,2010,10
5181,75668,February,2009,10
5182,67953,February,2008,10
5183,63843,February,2007,10
5184,71338,February,2006,10
5185,98133,February,2005,10
5186,58226,February,2004,11
5187,79830,February,2003,11
5188,94375,February,2002,11
5189,60975,February,2001,11
5190,87602,February,2000,11
5191,81609,February,2015,11
5192,93442,February,2014,11
5193,79210,February,2013,11
5194,88455,February,2012,11
5195,62618,February,2011,11
5196,98045,February,2010,11
5197,62679,February,2009,11
5198,86117,February,2008,11
5199,65783,February,2007,11
5200,83137,February,2006,11
5201,89332,February,2005,11
5202,89006,February,2004,11
5203,64676,February,2003,11
5204,51714,February,2002,11
5205,98305,February,2001,11
5206,91061,February,2000,12
5207,65708,February,2013,12
5208,92125,February,2015,12
5209,83424,February,2014,12
5210,64445,February,2013,12
5211,85828,February,2012,12
5212,71567,February,2011,12
5213,91002,February,2010,12
5214,89780,February,2009,12
5215,94457,February,2008,12
5216,86244,February,2007,12
5217,97642,February,2006,12
5218,55023,February,2005,12
5219,73423,February,2004,12
5220,58244,February,2003,12
5221,73914,February,2002,12
5222,92736,February,2001,12
5223,68154,February,2000,12
5224,71764,February,2015,12
5225,79327,February,2014,12
5226,72719,February,2013,12
5227,79592,February,2012,12
5228,67173,February,2011,12
5229,80918,February,2010,12
5230,71769,February,2009,12
5231,52573,February,2008,12
5232,63639,February,2007,12
5233,56115,February,2006,12
5234,55585,February,2005,12
5235,81007,February,2004,12
5236,91889,February,2003,12
5237,55520,February,2002,12
5238,64046,February,2001,12
5239,81701,February,2000,12
5240,63876,February,2015,12
5241,55586,February,2014,12
5242,58250,February,2013,12
5243,53672,February,2012,12
5244,55038,February,2011,12
5245,79307,February,2010,12
5246,63591,February,2009,12
5247,82101,February,2008,12
5248,85768,February,2007,12
5249,65240,February,2006,12
5250,62600,February,2005,12
5251,77970,February,2004,12
5252,95485,February,2003,12
5253,54097,February,2002,12
5254,68464,February,2001,12
5255,71119,February,2000,12
5256,94921,February,2013,12
5257,65732,February,2015,12
5258,91253,February,2014,12
5259,94851,February,2013,12
5260,76302,February,2012,12
5261,70023,February,2011,12
5262,73375,February,2010,12
5263,78141,February,2009,12
5264,60466,February,2008,12
5265,81924,February,2007,12
5266,67166,February,2006,12
5267,55632,February,2005,12
5268,93309,February,2004,12
5269,82542,February,2003,12
5270,67854,February,2002,12
5271,76378,February,2001,12
5272,62889,February,2000,12
5273,71670,February,2015,12
5274,97947,February,2014,12
5275,50880,February,2013,12
5276,71420,February,2012,12
5277,72790,February,2011,12
5278,67838,February,2010,12
5279,50804,February,2009,12
5280,61990,February,2008,12
5281,54380,February,2007,12
5282,94903,February,2006,12
5283,77197,February,2005,12
5284,94310,February,2004,12
5285,77536,February,2003,12
5286,53385,February,2002,12
5287,93550,February,2001,12
5288,79483,February,2000,12
5289,71793,February,2015,12
5290,97844,February,2014,12
5291,74837,February,2013,12
5292,81940,February,2012,12
5293,56475,February,2011,12
5294,65380,February,2010,12
5295,54720,February,2009,12
5296,66513,February,2008,12
5297,55714,February,2007,12
5298,96391,January,2006,9
5299,73150,January,2005,10
5300,71524,January,2004,10
5301,75807,January,2003,12
5302,77849,January,2002,12
5303,64161,January,2001,12
5304,58963,January,2000,12
5305,85116,January,2015,12
5306,62461,January,2014,12
5307,88390,January,2013,13
5308,60989,January,2012,13
5309,75755,January,2011,13
5310,96895,January,2010,13
5311,50531,January,2009,14
5312,51160,January,2008,15
5313,97273,January,2007,15
5314,50391,January,2006,16
5315,78877,January,2005,16
5316,66647,January,2004,17
5317,85291,January,2003,17
5318,54844,January,2002,18
5319,65839,January,2001,18
5320,95137,January,2000,19
5321,93550,January,2015,21
5322,81981,January,2014,21
5323,90668,January,2013,21
5324,74129,January,2012,22
5325,77501,January,2011,22
5326,63186,January,2010,22
5327,63865,January,2009,22
5328,96799,January,2008,22
5329,50758,January,2007,23
5330,57187,January,2006,23
5331,60628,January,2005,25
5332,97917,January,2004,25
5333,75255,January,2003,25
5334,71061,January,2002,26
5335,72858,January,2001,26
5336,72732,January,2000,26
5337,68956,January,2015,26
5338,75560,January,2014,27
5339,85890,January,2013,27
5340,57470,January,2012,28
5341,83808,January,2011,28
5342,92199,January,2010,28
5343,98017,January,2009,28
5344,91658,January,2008,28
5345,57586,January,2007,29
5346,71425,January,2006,29
5347,57723,January,2005,29
5348,64323,January,2004,30
5349,63606,January,2003,31
5350,73887,February,2002,1
5351,95049,February,2001,1
5352,84388,February,2000,1
5353,51566,February,2015,1
5354,50136,February,2014,1
5355,89451,February,2013,1
5356,75525,February,2012,1
5357,98463,February,2011,2
5358,82285,February,2010,2
5359,68631,February,2009,3
5360,92877,February,2008,3
5361,73471,February,2007,3
5362,87485,February,2006,3
5363,89037,February,2005,3
5364,89587,February,2004,3
5365,98733,February,2003,3
5366,93453,February,2002,4
5367,87971,February,2001,4
5368,77144,February,2000,4
5369,64078,February,2015,4
5370,88556,February,2014,4
5371,92605,February,2013,4
5372,83209,February,2012,5
5373,92351,February,2011,5
5374,92532,February,2010,5
5375,58007,February,2009,5
5376,64170,February,2008,5
5377,69735,February,2007,5
5378,62770,February,2006,5
5379,83735,February,2005,5
5380,84801,February,2004,6
5381,87444,February,2003,6
5382,67113,February,2002,6
5383,57022,February,2001,6
5384,68153,February,2000,6
5385,91145,February,2015,6
5386,80004,February,2014,6
5387,71233,February,2013,6
5388,80553,February,2012,6
5389,60071,February,2011,6
5390,91981,February,2010,6
5391,79313,February,2009,6
5392,79555,February,2008,6
5393,59066,February,2007,6
5394,82559,February,2006,6
5395,90018,February,2005,6
5396,64127,February,2004,6
5397,87628,February,2003,6
5398,58380,February,2002,6
5399,62534,February,2001,6
5400,52024,February,2000,6
5401,75458,February,2015,6
5402,70201,February,2014,6
5403,62008,February,2013,6
5404,64688,February,2012,6
5405,83110,February,2011,6
5406,56000,February,2010,6
5407,66899,February,2009,6
5408,78656,February,2008,6
5409,80405,February,2007,6
5410,95621,February,2006,6
5411,79260,February,2005,6
5412,82240,February,2004,6
5413,60793,February,2003,7
5414,52719,February,2002,8
5415,87580,February,2001,8
5416,56497,February,2000,8
5417,87009,February,2015,8
5418,74975,February,2014,8
5419,85253,February,2013,8
5420,84998,February,2012,8
5421,96491,February,2011,8
5422,92160,February,2010,8
5423,50591,February,2009,8
5424,95117,February,2008,8
5425,98630,February,2007,8
5426,67886,February,2006,8
5427,54320,February,2005,9
5428,67623,February,2004,9
5429,71146,February,2003,9
5430,58836,February,2002,9
5431,74392,February,2001,9
5432,70040,February,2000,9
5433,52565,February,2015,9
5434,85108,February,2014,9
5435,62590,February,2013,9
5436,84152,February,2012,9
5437,67651,February,2011,9
5438,64112,February,2010,9
5439,86048,February,2009,9
5440,73174,February,2008,9
5441,98493,February,2007,9
5442,83065,February,2006,9
5443,64602,February,2005,9
5444,75101,February,2004,9
5445,56319,February,2003,9
5446,80477,February,2002,9
5447,74864,February,2001,10
5448,95922,February,2000,10
5449,64233,February,2015,10
5450,69610,February,2014,10
5451,71355,February,2013,10
5452,51044,February,2012,10
5453,52307,February,2011,11
5454,74266,February,2010,11
5455,94125,February,2009,11
5456,53704,February,2008,11
5457,74751,February,2007,11
5458,86845,February,2006,11
5459,64877,February,2005,11
5460,82439,February,2004,11
5461,88112,February,2003,11
5462,89769,February,2002,11
5463,52130,February,2001,11
5464,75635,February,2000,11
5465,94619,February,2015,11
5466,91886,February,2014,11
5467,78535,February,2013,11
5468,53801,February,2012,11
5469,75633,February,2011,11
5470,81109,February,2010,11
5471,73449,February,2009,11
5472,58242,February,2008,11
5473,62017,February,2007,12
5474,89707,February,2006,12
5475,53756,February,2005,12
5476,61621,February,2004,12
5477,75992,February,2003,12
5478,82412,February,2002,12
5479,83438,February,2001,12
5480,84866,February,2000,12
5481,93075,February,2015,12
5482,77962,February,2014,12
5483,80482,February,2013,12
5484,77469,February,2012,12
5485,99255,February,2011,12
5486,78198,February,2010,12
5487,99166,February,2009,12
5488,89499,February,2008,12
5489,65508,February,2007,12
5490,72524,February,2006,12
5491,55448,February,2005,12
5492,55947,February,2004,12
5493,72893,February,2003,12
5494,62178,February,2002,12
5495,97396,February,2001,12
5496,91031,February,2000,12
5497,82920,February,2015,12
5498,73994,February,2014,12
5499,65459,February,2013,12
5500,50098,February,2012,12
5501,61270,February,2011,12
5502,77623,February,2010,12
5503,97471,February,2009,12
5504,61899,February,2008,12
5505,85329,February,2007,12
5506,93570,February,2006,12
5507,57355,February,2005,12
5508,77694,February,2004,12
5509,55739,February,2003,12
5510,92693,February,2002,12
5511,99561,February,2001,12
5512,55674,February,2000,12
5513,62099,February,2015,12
5514,54856,February,2014,12
5515,55927,February,2013,12
5516,73674,February,2012,12
5517,72970,February,2011,12
5518,69551,February,2010,12
5519,67042,February,2009,12
5520,73426,February,2008,12
5521,81809,February,2007,12
5522,75304,February,2006,12
5523,67599,February,2005,12
5524,68265,February,2004,12
5525,61222,February,2003,12
5526,56667,February,2002,12
5527,78922,February,2001,12
5528,70702,February,2000,12
5529,93465,February,2015,12
5530,86364,February,2014,12
5531,82215,February,2013,12
5532,51337,February,2012,12
5533,78012,February,2011,12
5534,75870,February,2010,12
5535,84073,February,2009,12
5536,79728,February,2008,12
5537,95433,February,2007,12
5538,99443,February,2006,12
5539,97991,February,2005,12
5540,52499,February,2004,12
5541,55196,February,2003,12
5542,67316,February,2002,12
5543,61387,February,2001,12
5544,52713,February,2000,12
5545,80556,February,2015,12
5546,87082,February,2014,12
5547,68669,February,2013,12
5548,90956,February,2012,12
5549,71458,February,2011,12
5550,83885,February,2010,12
5551,56704,February,2009,12
5552,89048,February,2008,12
5553,55821,February,2007,12
5554,84370,February,2006,12
5555,94311,February,2005,12
5556,50282,February,2004,12
5557,70771,February,2003,12
5558,66115,February,2002,12
5559,99524,February,2001,12
5560,87582,February,2000,12
5561,93386,February,2015,12
5562,87071,February,2014,12
5563,70083,February,2013,12
5564,88899,February,2012,12
5565,57434,January,2011,9
5566,78137,January,2010,10
5567,51311,January,2009,10
5568,75448,January,2008,12
